timestamp,eth_price,btc_price,eth_btc,eth_btc_ma30,eth_btc_change_30d
2017-08-17,302.0,4285.08,0.07047709727706368,,
2017-08-18,293.96,4108.37,0.07155149122401341,,
2017-08-19,290.91,4139.98,0.07026845540316622,,
2017-08-20,299.1,4086.29,0.07319597972733213,,
2017-08-21,323.29,4016.0,0.08050049800796813,,
2017-08-22,309.8,4040.0,0.07668316831683168,,
2017-08-23,315.74,4114.01,0.07674750425983408,,
2017-08-24,323.42,4316.01,0.07493495149455168,,
2017-08-25,327.24,4280.68,0.07644579833110628,,
2017-08-26,330.79,4337.44,0.07626387915452434,,
2017-08-27,348.13,4310.01,0.0807724344027044,,
2017-08-28,346.0,4386.69,0.07887496039154808,,
2017-08-29,374.7,4587.48,0.08167883020743415,,
2017-08-30,385.93,4555.14,0.08472406995174682,,
2017-08-31,384.79,4724.89,0.08143893296986808,,
2017-09-01,388.46,4834.91,0.0803448254465957,,
2017-09-02,343.14,4472.14,0.07672836717991834,,
2017-09-03,341.77,4509.08,0.07579594950632945,,
2017-09-04,283.77,4100.11,0.06921033825921744,,
2017-09-05,312.09,4366.47,0.07147421143395007,,
2017-09-06,335.0,4619.77,0.07251443253668471,,
2017-09-07,334.49,4691.61,0.0712953548994908,,
2017-09-08,302.99,4282.8,0.0707457737928458,,
2017-09-09,296.74,4258.81,0.06967674068577842,,
2017-09-10,293.5,4130.37,0.07105900924130285,,
2017-09-11,297.3,4208.47,0.07064325039741283,,
2017-09-12,293.96,4163.72,0.07060032855235221,,
2017-09-13,276.91,3944.69,0.07019816512831173,,
2017-09-14,215.21,3189.02,0.06748468181447592,,
2017-09-15,253.0,3700.0,0.06837837837837837,0.0743569286124246,
2017-09-16,249.31,3714.95,0.06710992072571637,0.07424468939404634,-4.777689038624954
2017-09-17,257.55,3699.99,0.06960829623863848,0.07417991622786718,-2.7157994223924398
2017-09-18,294.57,4035.01,0.07300353654637783,0.07427108559930758,3.892331384714587
2017-09-19,284.0,3910.04,0.0726335280457489,0.07425233720992146,-0.7684188170968831
2017-09-20,282.0,3900.0,0.07230769230769231,0.07397924368657893,-10.177335424017976
2017-09-21,257.0,3609.99,0.07119133293998045,0.07379618250735057,-7.161722053737563
2017-09-22,264.0,3595.87,0.07341755958919538,0.0736851843516626,-4.338831213800698
2017-09-23,285.93,3780.0,0.07564285714285715,0.07370878120660612,0.9446935431151049
2017-09-24,282.0,3660.02,0.07704875929639729,0.07372887990544916,0.7887431074752316
2017-09-25,294.42,3920.75,0.07509277561691004,0.073689843120862,-1.5355939805283714
2017-09-26,287.9,3882.35,0.07415611678493696,0.07346929920026976,-8.191306436030754
2017-09-27,309.74,4193.0,0.07387073694252326,0.07330249175196893,-6.3445020120239
2017-09-28,302.44,4174.5,0.07244939513714217,0.07299484391629255,-11.299666078532965
2017-09-29,292.22,4174.69,0.0699980118284232,0.07250397531218174,-17.381197730126274
2017-09-30,304.36,4378.51,0.06951223132983594,0.07210641859084735,-14.644963047888837
2017-10-01,303.95,4378.48,0.0694190678043522,0.07174222666943923,-13.598582835313678
2017-10-02,296.5,4380.0,0.06769406392694063,0.07144108322767331,-11.774397898750276
2017-10-03,292.48,4310.0,0.06786078886310905,0.07117657787289929,-10.469109094751516
2017-10-04,291.99,4208.59,0.06937953091177805,0.07118221762798464,0.2444615310604803
2017-10-05,294.81,4292.43,0.06868137628336396,0.07108912312296511,-3.907472491902886
2017-10-06,310.8,4369.0,0.07113756008239872,0.07104322737448891,-1.8987564352647257
2017-10-07,311.01,4423.0,0.07031652724395207,0.07101059978597095,-1.372919255284788
2017-10-08,311.07,4640.0,0.06704094827586207,0.0708871056020715,-5.236815315402454
2017-10-09,297.19,4786.95,0.06208337250232403,0.07063399332928968,-10.897995670747928
2017-10-10,298.64,4783.06,0.062437017306912306,0.07034659359814334,-12.133566209897328
2017-10-11,304.01,4821.43,0.06305390724328673,0.0700936154930058,-10.743196429143985
2017-10-12,303.99,5430.0,0.05598342541436464,0.0696063853884062,-20.703732458056066
2017-10-13,337.96,5649.98,0.05981614094209183,0.06926031791553221,-14.789594809555362
2017-10-14,342.0,5869.99,0.05826245019156762,0.0689529101947686,-13.665666600105485
2017-10-15,337.96,5709.99,0.05918749419876392,0.06864654738878144,-13.441214017617975
2017-10-16,335.19,5760.02,0.05819250627601987,0.06834930024045824,-13.28777377959167
2017-10-17,315.19,5595.0,0.05633422698838248,0.0679068312654497,-19.069665496119082
2017-10-18,309.7,5512.06,0.05618589057448576,0.06734624306638663,-23.036755159399867
2017-10-19,308.66,5683.9,0.05430426291806683,0.06673526756213057,-25.23526754219788
2017-10-20,304.51,6010.01,0.05066713699311648,0.06601391571831136,-29.928427562711256
2017-10-21,298.94,6024.97,0.04961684456520115,0.06529476610581873,-30.30493668796479
2017-10-22,293.79,5950.02,0.04937630461746347,0.06449339094009433,-32.745919513333945
2017-10-23,281.09,5915.93,0.047514084852254834,0.06355576519707425,-37.186290091447816
2017-10-24,297.38,5477.03,0.05429585012315069,0.06279733489129936,-29.53053284832128
2017-10-25,294.49,5689.99,0.051755802734275456,0.06201943579521155,-31.077520694786198
2017-10-26,294.71,5861.77,0.0502766229312989,0.06122345266675695,-32.201650907492784
2017-10-27,296.33,5768.83,0.051367434991150714,0.060473342601711194,-30.463080351941972
2017-10-28,291.87,5719.64,0.051029435419012385,0.0597593439444402,-29.56540862429996
2017-10-29,305.0,6169.98,0.04943289929627001,0.05907384019336843,-29.379566640495035
2017-10-30,307.25,6120.5,0.050200147046809904,0.058430104050600895,-27.78228221647797
2017-10-31,304.9,6463.0,0.047176233947083396,0.0576886762553586,-32.041389434898605
2017-11-01,287.01,6753.98,0.04249494372207203,0.056848705581862974,-37.225007250362395
2017-11-02,283.12,7019.98,0.04033059923247645,0.05593103259417523,-40.568625994265076
2017-11-03,304.08,7115.04,0.04273763745530594,0.05504296947895949,-38.40022137127092
2017-11-04,298.04,7357.09,0.04051058230903795,0.054103943013148616,-41.016641626544626
2017-11-05,295.53,7345.01,0.04023547959771327,0.05307387366365911,-43.43989370578851
2017-11-06,297.97,6960.12,0.04281104348775596,0.05215702420511924,-39.116669770636115
2017-11-07,291.78,7064.04,0.04130497562301459,0.05129915845002432,-38.38843768579815
2017-11-08,303.02,7303.0,0.04149253731343283,0.05061279727706128,-33.16642501681171
2017-11-09,317.87,7079.99,0.044896956069146995,0.05002812856913577,-28.092407347945937
2017-11-10,293.5,6506.98,0.045105409882925725,0.049429845323790404,-28.46532141316581
2017-11-11,310.02,6245.05,0.0496425168733637,0.04921848170575704,-11.326403295383114
2017-11-12,305.24,5811.03,0.05252769302516078,0.048975533441859335,-12.18475114265064
2017-11-13,312.99,6465.99,0.048405580583947706,0.048646971121605334,-16.918048546208432
2017-11-14,335.61,6574.99,0.05104342364018805,0.04837550210298615,-13.759782651426978
2017-11-15,331.33,7240.06,0.04576343289972735,0.047961199657109724,-21.35854626597228
2017-11-16,331.49,7864.5,0.0421501684786064,0.047488397706783855,-25.178402665756273
2017-11-17,331.23,7699.19,0.04302140874559532,0.04704958164582084,-23.43022722303967
2017-11-18,346.66,7761.94,0.044661515033612736,0.04672815671633904,-17.756889360606685
2017-11-19,354.15,8038.0,0.044059467529236125,0.046507901067543024,-13.041331829698722
2017-11-20,367.42,8212.0,0.04474184120798831,0.046345400955635926,-9.825299049008706
2017-11-21,362.12,8119.51,0.04459875041720498,0.04618614914896065,-9.675803479567735
2017-11-22,380.65,8205.92,0.04638724238111022,0.04614858773325583,-2.371596705794776
2017-11-23,405.0,8019.99,0.050498816083311825,0.04602201993192787,-6.993230663534423
2017-11-24,469.0,8138.0,0.05763086753502089,0.046217855425286045,11.35150937742997
2017-11-25,461.82,8700.01,0.0530826976060947,0.04631139124777924,5.581271197610449
2017-11-26,462.84,9128.02,0.05070541037377218,0.04628932376053329,-1.2888021710497743
2017-11-27,472.31,9650.0,0.0489440414507772,0.046219810628258785,-4.086649109698392
2017-11-28,466.17,9896.8,0.04710310403362704,0.046142150786170684,-4.713045958885864
2017-11-29,421.7,9687.88,0.04352861513561275,0.04591976638913078,-13.289865276641876
2017-11-30,427.43,9838.96,0.04344259962435055,0.045795311911706355,-7.91422716556982
2017-12-01,457.51,10782.99,0.0424288624954674,0.04579310920415287,-0.15550373954326124
2017-12-02,457.63,10890.01,0.042022918252600315,0.045849519838156994,4.196116726084043
2017-12-03,460.3,11165.41,0.04122553493333429,0.045799116420757936,-3.5381050802187453
2017-12-04,466.67,11579.0,0.04030313498575007,0.04579220150998167,-0.5120818103905633
2017-12-05,452.26,11699.99,0.03865473389293495,0.04573950998648906,-3.9287358336053235
2017-12-06,411.01,13550.05,0.03033272939952251,0.04532356618354794,-29.14741868369144
2017-12-07,406.33,16599.0,0.024479185493101994,0.04476270651255086,-40.735504321512025
2017-12-08,442.56,15880.0,0.027869017632241814,0.0443085891898445,-32.83366254099994
2017-12-09,460.0,14656.07,0.031386312974760626,0.043858234420031623,-30.092559222897584
2017-12-10,427.35,14899.98,0.028681246552008797,0.04331076230900106,-36.4128457618432
2017-12-11,508.7,16587.97,0.030666802508082663,0.04267823849682502,-38.22472259754156
2017-12-12,620.0,16349.99,0.037920512489610085,0.04219133247897333,-27.8085324031913
2017-12-13,683.99,16033.29,0.042660614259456414,0.04199983360149029,-11.86839669142703
2017-12-14,679.76,16334.98,0.04161376383687032,0.04168551160804636,-18.473799621648958
2017-12-15,674.95,17539.83,0.03848098869829411,0.04144276346799859,-15.913238452608791
2017-12-16,682.81,19102.66,0.0357442366665166,0.041229232407595594,-15.197879494458434
2017-12-17,707.64,18860.02,0.037520638896459284,0.0410458734126244,-12.786122094849395
2017-12-18,784.0,18856.25,0.041577726218097445,0.04094308045210722,-6.904801176570919
