entry_time,entry_price,size,direction,exit_time,exit_price,pnl,pnl_pct,commission,slippage,duration_hours,strategy,coin,timeframe,is_winner
2024-04-02 13:15:00+00:00,0.634317,1577.2870662460568,LONG,2024-04-02 13:45:00+00:00,0.7046475,108.32,11.0876,2.112,0.5,0.5,backtest,ENA,15m,True
2024-04-02 14:30:00+00:00,0.7283639999999999,1388.5740934932576,LONG,2024-04-02 14:45:00+00:00,0.689655,-56.22,-5.3145,1.969,0.5054,0.25,backtest,ENA,15m,False
2024-04-02 17:45:00+00:00,0.806403,1247.282889327706,LONG,2024-04-02 18:30:00+00:00,0.8915540000000001,103.59,10.5594,2.1179,0.5027,0.75,backtest,ENA,15m,True
2024-04-02 18:45:00+00:00,0.8474234999999999,1199.1959370654517,LONG,2024-04-02 19:15:00+00:00,0.81959,-35.88,-3.2845,1.9991,0.5079,0.5,backtest,ENA,15m,False
2024-04-03 02:30:00+00:00,0.8274134999999999,1223.9193116327663,LONG,2024-04-03 05:00:00+00:00,0.8095950000000001,-24.32,-2.1535,2.0036,0.5061,2.5,backtest,ENA,15m,False
2024-04-03 07:30:00+00:00,0.870435,1160.6897408086788,LONG,2024-04-03 09:00:00+00:00,0.9585205,99.61,10.1197,2.1229,0.5049,1.5,backtest,ENA,15m,True
2024-04-03 09:15:00+00:00,0.9394694999999998,1086.0615313805718,LONG,2024-04-03 11:00:00+00:00,0.9125435000000001,-31.76,-2.8661,2.0114,0.5099,1.75,backtest,ENA,15m,False
2024-04-03 14:00:00+00:00,0.9514754999999999,1069.0707782243426,LONG,2024-04-03 14:45:00+00:00,1.0434780000000001,95.72,9.6695,2.1328,0.5083,0.75,backtest,ENA,15m,True
2024-04-03 15:00:00+00:00,1.0315154999999998,995.449804945153,LONG,2024-04-03 15:45:00+00:00,1.2003995,165.38,16.3724,2.2218,0.5132,0.75,backtest,ENA,15m,True
2024-04-03 16:30:00+00:00,1.216608,857.6464794307769,LONG,2024-04-03 16:45:00+00:00,1.165417,-46.47,-4.2077,2.0429,0.5214,0.25,backtest,ENA,15m,False
2024-04-03 18:00:00+00:00,1.1135564999999998,932.8871963194698,LONG,2024-04-03 18:45:00+00:00,1.0814590000000002,-32.51,-2.8824,2.0477,0.5192,0.75,backtest,ENA,15m,False
2024-04-03 22:15:00+00:00,1.1375685,910.3820106293681,LONG,2024-04-03 22:45:00+00:00,1.1044475,-32.71,-2.9116,2.0411,0.5176,0.5,backtest,ENA,15m,False
2024-04-04 06:45:00+00:00,1.014507,1017.6380297646971,LONG,2024-04-04 07:00:00+00:00,0.9905045,-26.98,-2.3659,2.0404,0.5159,0.25,backtest,ENA,15m,False
2024-04-04 10:30:00+00:00,1.0975484999999998,938.2300274161279,LONG,2024-04-04 14:45:00+00:00,1.09945,-0.79,0.1732,2.0613,0.5146,4.25,backtest,ENA,15m,False
2024-04-05 00:15:00+00:00,0.9894944999999999,1040.6578517474034,LONG,2024-04-05 00:30:00+00:00,0.961519,-31.66,-2.8273,2.0303,0.5146,0.25,backtest,ENA,15m,False
2024-04-05 13:45:00+00:00,0.932466,1100.9616852555255,LONG,2024-04-05 17:30:00+00:00,1.021489,95.35,9.5471,2.1513,0.513,3.75,backtest,ENA,15m,True
2024-04-05 17:45:00+00:00,0.9974985,1038.798649905217,LONG,2024-04-05 19:00:00+00:00,0.967516,-33.7,-3.0058,2.0412,0.5178,1.25,backtest,ENA,15m,False
2024-04-05 21:30:00+00:00,1.050525,983.2033828273491,LONG,2024-04-05 22:00:00+00:00,1.0184905,-34.05,-3.0494,2.0342,0.5162,0.5,backtest,ENA,15m,False
2024-04-05 23:00:00+00:00,1.0215104999999998,1007.8457241058683,LONG,2024-04-06 00:30:00+00:00,0.9965015,-27.75,-2.4482,2.0338,0.5145,1.5,backtest,ENA,15m,False
2024-04-06 05:15:00+00:00,1.006503,1020.1655861566109,LONG,2024-04-06 06:15:00+00:00,1.0774610000000002,69.75,7.05,2.126,0.5131,1.0,backtest,ENA,15m,True
2024-04-06 06:30:00+00:00,1.06053,974.8234605015523,LONG,2024-04-06 07:15:00+00:00,1.1304345,65.49,6.5915,2.1358,0.5167,0.75,backtest,ENA,15m,True
2024-04-06 07:45:00+00:00,1.1295644999999999,921.0927714534215,LONG,2024-04-06 08:15:00+00:00,1.0984505,-31.23,-2.7545,2.0522,0.52,0.5,backtest,ENA,15m,False
2024-04-06 10:00:00+00:00,1.0935465,948.6208887944491,LONG,2024-04-06 11:15:00+00:00,1.0844575,-11.21,-0.8311,2.0661,0.5184,1.25,backtest,ENA,15m,False
2024-04-06 14:00:00+00:00,1.098549,943.327705188459,LONG,2024-04-06 15:30:00+00:00,1.173413,67.96,6.8148,2.1432,0.5179,1.5,backtest,ENA,15m,True
2024-04-06 15:45:00+00:00,1.1525759999999998,905.0534937278057,LONG,2024-04-06 16:30:00+00:00,1.1274359999999999,-25.34,-2.1812,2.0635,0.5213,0.75,backtest,ENA,15m,False
2024-04-06 18:00:00+00:00,1.1365679999999998,915.616169097386,LONG,2024-04-06 19:00:00+00:00,1.1274359999999999,-10.95,-0.8035,2.073,0.5201,1.0,backtest,ENA,15m,False
2024-04-06 20:45:00+00:00,1.1315655,918.7414075228356,LONG,2024-04-06 21:00:00+00:00,1.1094450000000002,-22.9,-1.9549,2.0589,0.5195,0.25,backtest,ENA,15m,False
2024-04-07 04:00:00+00:00,1.1255625,921.6518578030136,LONG,2024-04-07 06:15:00+00:00,1.1824085000000002,49.75,5.0505,2.1272,0.5184,2.25,backtest,ENA,15m,True
2024-04-07 06:30:00+00:00,1.1845919999999999,879.9703082183077,LONG,2024-04-07 11:00:00+00:00,1.2403795000000002,46.44,4.7094,2.1339,0.5209,4.5,backtest,ENA,15m,True
2024-04-07 11:15:00+00:00,1.2286139999999999,852.2643212440605,LONG,2024-04-07 12:30:00+00:00,1.203398,-24.09,-2.0524,2.0727,0.5233,1.25,backtest,ENA,15m,False
