entry_time,entry_price,size,direction,exit_time,exit_price,pnl,pnl_pct,commission,slippage,duration_hours,strategy,coin,timeframe,is_winner
2024-04-02 23:15:00+00:00,0.7753875,1290.3225806451612,LONG,2024-04-03 00:00:00+00:00,0.7186405,-75.65,-7.3185,1.9277,0.5,0.75,backtest,ENA,15m,False
2024-04-03 20:00:00+00:00,1.058529,938.0765900359778,LONG,2024-04-04 02:15:00+00:00,1.0274860000000001,-31.57,-2.9327,1.9568,0.4962,6.25,backtest,ENA,15m,False
2024-04-04 15:45:00+00:00,1.036518,954.9973728985854,LONG,2024-04-04 18:45:00+00:00,0.977511,-58.77,-5.6928,1.9234,0.4947,3.0,backtest,ENA,15m,False
2024-04-06 00:45:00+00:00,0.9814904999999999,1002.5991731434966,LONG,2024-04-06 05:30:00+00:00,1.0234880000000002,39.6,4.279,2.0102,0.4918,4.75,backtest,ENA,15m,True
2024-04-06 22:45:00+00:00,1.0875435,908.51833817568,LONG,2024-04-07 04:15:00+00:00,1.1564215,60.04,6.3334,2.0387,0.4938,5.5,backtest,ENA,15m,True
2024-04-07 19:15:00+00:00,1.1995995,828.7016302681935,LONG,2024-04-07 21:15:00+00:00,1.171414,-25.82,-2.3496,1.9649,0.4968,2.0,backtest,ENA,15m,False
2024-04-09 09:45:00+00:00,1.254627,790.335751638784,LONG,2024-04-09 14:30:00+00:00,1.209395,-38.19,-3.6052,1.9474,0.4955,4.75,backtest,ENA,15m,False
2024-04-10 12:30:00+00:00,1.326663,744.5787685927742,LONG,2024-04-10 16:00:00+00:00,1.491254,119.96,12.4064,2.0982,0.4937,3.5,backtest,ENA,15m,True
2024-04-10 20:45:00+00:00,1.4177085,705.2623297580625,LONG,2024-04-11 07:00:00+00:00,1.387306,-23.92,-2.1445,1.9783,0.4997,10.25,backtest,ENA,15m,False
2024-04-11 16:30:00+00:00,1.4377185,693.8167859329369,LONG,2024-04-11 17:45:00+00:00,1.405297,-24.97,-2.2551,1.9725,0.4985,1.25,backtest,ENA,15m,False
2024-04-12 10:00:00+00:00,1.4137065,703.8697885214985,LONG,2024-04-12 13:15:00+00:00,1.3623185,-38.62,-3.635,1.9539,0.4973,3.25,backtest,ENA,15m,False
2024-04-13 12:45:00+00:00,1.2196095,812.7609276934614,LONG,2024-04-13 14:30:00+00:00,1.1884055000000002,-27.81,-2.5585,1.9571,0.4954,1.75,backtest,ENA,15m,False
2024-04-14 09:45:00+00:00,1.0995495,899.0206722731267,LONG,2024-04-14 11:30:00+00:00,1.069465,-29.49,-2.7361,1.95,0.494,1.75,backtest,ENA,15m,False
2024-04-15 02:00:00+00:00,1.1425709999999998,862.6305275856831,LONG,2024-04-15 04:30:00+00:00,1.1144425,-26.7,-2.4619,1.947,0.4926,2.5,backtest,ENA,15m,False
2024-04-15 18:45:00+00:00,1.0695344999999998,919.0859836419595,LONG,2024-04-15 20:45:00+00:00,1.0394800000000002,-30.05,-2.8101,1.9384,0.4913,2.0,backtest,ENA,15m,False
2024-04-16 10:15:00+00:00,0.994497,985.4595717402091,LONG,2024-04-16 13:00:00+00:00,0.9565215,-39.84,-3.8186,1.9226,0.4898,2.75,backtest,ENA,15m,False
2024-04-17 08:15:00+00:00,1.0035014999999998,972.694136740438,LONG,2024-04-17 10:30:00+00:00,0.9785105000000001,-26.72,-2.4904,1.9279,0.4878,2.25,backtest,ENA,15m,False
2024-04-18 00:30:00+00:00,0.9044519999999999,1076.3147912119794,LONG,2024-04-18 06:00:00+00:00,0.8725635,-36.72,-3.5257,1.9126,0.4865,5.5,backtest,ENA,15m,False
2024-04-19 01:00:00+00:00,0.884442,1096.566859383795,LONG,2024-04-19 01:30:00+00:00,0.853573,-36.24,-3.4902,1.9058,0.4847,0.5,backtest,ENA,15m,False
2024-04-19 22:30:00+00:00,0.9734864999999999,992.5894431005981,LONG,2024-04-20 01:00:00+00:00,0.953523,-22.21,-2.0507,1.9127,0.4829,2.5,backtest,ENA,15m,False
2024-04-20 09:00:00+00:00,0.9814904999999999,982.2800206080149,LONG,2024-04-20 17:00:00+00:00,1.0464765,61.36,6.6212,1.9921,0.4818,8.0,backtest,ENA,15m,True
2024-04-21 14:30:00+00:00,1.0615305,914.0442401227206,LONG,2024-04-21 16:30:00+00:00,1.0304845,-30.77,-2.9246,1.9122,0.4849,2.0,backtest,ENA,15m,False
2024-04-22 08:45:00+00:00,1.0555275,916.3715440448227,LONG,2024-04-22 15:00:00+00:00,1.031484,-24.43,-2.2779,1.9125,0.4834,6.25,backtest,ENA,15m,False
2024-04-23 03:45:00+00:00,1.0115055,953.8847223581815,LONG,2024-04-23 06:45:00+00:00,0.9865065000000001,-26.23,-2.4715,1.9059,0.4822,3.0,backtest,ENA,15m,False
2024-04-25 22:15:00+00:00,0.878439,1095.4467559443863,LONG,2024-04-26 01:00:00+00:00,0.8595700000000001,-23.05,-2.148,1.9039,0.4809,2.75,backtest,ENA,15m,False
2024-04-26 13:00:00+00:00,0.8274134999999999,1160.271903977263,LONG,2024-04-26 18:30:00+00:00,0.8425785,15.18,1.8328,1.9377,0.4798,5.5,backtest,ENA,15m,True
2024-04-26 20:45:00+00:00,0.8324159999999999,1155.181071542805,LONG,2024-04-26 22:30:00+00:00,0.813593,-24.13,-2.2612,1.9014,0.4806,1.75,backtest,ENA,15m,False
2024-04-27 11:45:00+00:00,0.810405,1183.6371745534232,LONG,2024-04-27 14:00:00+00:00,0.8325835,23.83,2.7367,1.9447,0.4794,2.25,backtest,ENA,15m,True
2024-04-27 16:00:00+00:00,0.8094045,1188.104783075497,LONG,2024-04-27 23:45:00+00:00,0.83958,33.41,3.7281,1.9592,0.4806,7.75,backtest,ENA,15m,True
2024-04-28 22:30:00+00:00,0.8674335,1112.5328911390052,LONG,2024-04-28 23:15:00+00:00,0.8485755,-23.37,-2.174,1.9091,0.4823,0.75,backtest,ENA,15m,False
2024-04-30 02:30:00+00:00,0.8984489999999999,1071.5780528366236,LONG,2024-04-30 08:00:00+00:00,0.877561,-24.77,-2.3249,1.9031,0.4811,5.5,backtest,ENA,15m,False
2024-05-01 14:00:00+00:00,0.7953975,1207.3565621991686,LONG,2024-05-01 15:45:00+00:00,0.7786105000000001,-22.65,-2.1105,1.9004,0.4799,1.75,backtest,ENA,15m,False
2024-05-02 01:45:00+00:00,0.776388,1234.061391191347,LONG,2024-05-02 08:45:00+00:00,0.7926035000000001,17.6,2.0886,1.9362,0.4788,7.0,backtest,ENA,15m,True
2024-05-02 20:45:00+00:00,0.8004,1199.298884476367,LONG,2024-05-03 03:45:00+00:00,0.8125935,12.21,1.5234,1.9345,0.4797,7.0,backtest,ENA,15m,True
2024-05-03 06:30:00+00:00,0.8004,1200.8850322072672,LONG,2024-05-03 13:30:00+00:00,0.8205895,21.82,2.5224,1.9466,0.4804,7.0,backtest,ENA,15m,True
2024-05-04 02:15:00+00:00,0.8294144999999999,1161.5656081277054,LONG,2024-05-04 06:15:00+00:00,0.8495750000000001,20.99,2.4307,1.9503,0.4815,4.0,backtest,ENA,15m,True
2024-05-04 14:15:00+00:00,0.8354174999999999,1155.7899839718912,LONG,2024-05-04 19:45:00+00:00,0.8385805000000001,1.24,0.3786,1.9348,0.4825,5.5,backtest,ENA,15m,True
