,value
2024-04-02 08:00:00+00:00,10000.0
2024-04-02 08:15:00+00:00,10000.0
2024-04-02 08:30:00+00:00,10000.0
2024-04-02 08:45:00+00:00,10000.0
2024-04-02 09:00:00+00:00,10000.0
2024-04-02 09:15:00+00:00,10000.0
2024-04-02 09:30:00+00:00,10000.0
2024-04-02 09:45:00+00:00,10000.0
2024-04-02 10:00:00+00:00,10000.0
2024-04-02 10:15:00+00:00,10000.0
2024-04-02 10:30:00+00:00,10000.0
2024-04-02 10:45:00+00:00,10000.0
2024-04-02 11:00:00+00:00,10000.0
2024-04-02 11:15:00+00:00,10000.0
2024-04-02 11:30:00+00:00,10000.0
2024-04-02 11:45:00+00:00,10000.0
2024-04-02 12:00:00+00:00,10000.0
2024-04-02 12:15:00+00:00,10000.0
2024-04-02 12:30:00+00:00,10000.0
2024-04-02 12:45:00+00:00,10000.0
2024-04-02 13:00:00+00:00,10000.0
2024-04-02 13:15:00+00:00,10000.0
2024-04-02 13:30:00+00:00,10000.0
2024-04-02 13:45:00+00:00,10000.0
2024-04-02 14:00:00+00:00,10000.0
2024-04-02 14:15:00+00:00,10000.0
2024-04-02 14:30:00+00:00,10000.0
2024-04-02 14:45:00+00:00,10000.0
2024-04-02 15:00:00+00:00,10000.0
2024-04-02 15:15:00+00:00,10000.0
2024-04-02 15:30:00+00:00,10000.0
2024-04-02 15:45:00+00:00,10000.0
2024-04-02 16:00:00+00:00,10000.0
2024-04-02 16:15:00+00:00,10000.0
2024-04-02 16:30:00+00:00,10000.0
2024-04-02 16:45:00+00:00,10000.0
2024-04-02 17:00:00+00:00,10000.0
2024-04-02 17:15:00+00:00,10000.0
2024-04-02 17:30:00+00:00,10000.0
2024-04-02 17:45:00+00:00,10000.0
2024-04-02 18:00:00+00:00,10000.0
2024-04-02 18:15:00+00:00,10000.0
2024-04-02 18:30:00+00:00,10000.0
2024-04-02 18:45:00+00:00,10000.0
2024-04-02 19:00:00+00:00,10000.0
2024-04-02 19:15:00+00:00,10000.0
2024-04-02 19:30:00+00:00,10000.0
2024-04-02 19:45:00+00:00,10000.0
2024-04-02 20:00:00+00:00,10000.0
2024-04-02 20:15:00+00:00,10000.0
2024-04-02 20:30:00+00:00,10000.0
2024-04-02 20:45:00+00:00,10000.0
2024-04-02 21:00:00+00:00,10000.0
2024-04-02 21:15:00+00:00,10000.0
2024-04-02 21:30:00+00:00,10000.0
2024-04-02 21:45:00+00:00,10000.0
2024-04-02 22:00:00+00:00,10000.0
2024-04-02 22:15:00+00:00,10000.0
2024-04-02 22:30:00+00:00,10000.0
2024-04-02 22:45:00+00:00,10000.0
2024-04-02 23:00:00+00:00,10000.0
2024-04-02 23:15:00+00:00,9998.5
2024-04-02 23:30:00+00:00,9984.306451612903
2024-04-02 23:45:00+00:00,9998.5
2024-04-03 00:00:00+00:00,9924.850322580645
2024-04-03 00:15:00+00:00,9924.850322580645
2024-04-03 00:30:00+00:00,9924.850322580645
2024-04-03 00:45:00+00:00,9924.850322580645
2024-04-03 01:00:00+00:00,9924.850322580645
2024-04-03 01:15:00+00:00,9924.850322580645
2024-04-03 01:30:00+00:00,9924.850322580645
2024-04-03 01:45:00+00:00,9924.850322580645
2024-04-03 02:00:00+00:00,9924.850322580645
2024-04-03 02:15:00+00:00,9924.850322580645
2024-04-03 02:30:00+00:00,9924.850322580645
2024-04-03 02:45:00+00:00,9924.850322580645
2024-04-03 03:00:00+00:00,9924.850322580645
2024-04-03 03:15:00+00:00,9924.850322580645
2024-04-03 03:30:00+00:00,9924.850322580645
2024-04-03 03:45:00+00:00,9924.850322580645
2024-04-03 04:00:00+00:00,9924.850322580645
2024-04-03 04:15:00+00:00,9924.850322580645
2024-04-03 04:30:00+00:00,9924.850322580645
2024-04-03 04:45:00+00:00,9924.850322580645
2024-04-03 05:00:00+00:00,9924.850322580645
2024-04-03 05:15:00+00:00,9924.850322580645
2024-04-03 05:30:00+00:00,9924.850322580645
2024-04-03 05:45:00+00:00,9924.850322580645
2024-04-03 06:00:00+00:00,9924.850322580645
2024-04-03 06:15:00+00:00,9924.850322580645
2024-04-03 06:30:00+00:00,9924.850322580645
2024-04-03 06:45:00+00:00,9924.850322580645
2024-04-03 07:00:00+00:00,9924.850322580645
2024-04-03 07:15:00+00:00,9924.850322580645
2024-04-03 07:30:00+00:00,9924.850322580645
2024-04-03 07:45:00+00:00,9924.850322580645
2024-04-03 08:00:00+00:00,9924.850322580645
2024-04-03 08:15:00+00:00,9924.850322580645
2024-04-03 08:30:00+00:00,9924.850322580645
2024-04-03 08:45:00+00:00,9924.850322580645
2024-04-03 09:00:00+00:00,9924.850322580645
2024-04-03 09:15:00+00:00,9924.850322580645
2024-04-03 09:30:00+00:00,9924.850322580645
2024-04-03 09:45:00+00:00,9924.850322580645
2024-04-03 10:00:00+00:00,9924.850322580645
2024-04-03 10:15:00+00:00,9924.850322580645
2024-04-03 10:30:00+00:00,9924.850322580645
2024-04-03 10:45:00+00:00,9924.850322580645
2024-04-03 11:00:00+00:00,9924.850322580645
2024-04-03 11:15:00+00:00,9924.850322580645
2024-04-03 11:30:00+00:00,9924.850322580645
2024-04-03 11:45:00+00:00,9924.850322580645
2024-04-03 12:00:00+00:00,9924.850322580645
2024-04-03 12:15:00+00:00,9924.850322580645
2024-04-03 12:30:00+00:00,9924.850322580645
2024-04-03 12:45:00+00:00,9924.850322580645
2024-04-03 13:00:00+00:00,9924.850322580645
2024-04-03 13:15:00+00:00,9924.850322580645
2024-04-03 13:30:00+00:00,9924.850322580645
2024-04-03 13:45:00+00:00,9924.850322580645
2024-04-03 14:00:00+00:00,9924.850322580645
2024-04-03 14:15:00+00:00,9924.850322580645
2024-04-03 14:30:00+00:00,9924.850322580645
2024-04-03 14:45:00+00:00,9924.850322580645
2024-04-03 15:00:00+00:00,9924.850322580645
2024-04-03 15:15:00+00:00,9924.850322580645
2024-04-03 15:30:00+00:00,9924.850322580645
2024-04-03 15:45:00+00:00,9924.850322580645
2024-04-03 16:00:00+00:00,9924.850322580645
2024-04-03 16:15:00+00:00,9924.850322580645
2024-04-03 16:30:00+00:00,9924.850322580645
2024-04-03 16:45:00+00:00,9924.850322580645
2024-04-03 17:00:00+00:00,9924.850322580645
2024-04-03 17:15:00+00:00,9924.850322580645
2024-04-03 17:30:00+00:00,9924.850322580645
2024-04-03 17:45:00+00:00,9924.850322580645
2024-04-03 18:00:00+00:00,9924.850322580645
2024-04-03 18:15:00+00:00,9924.850322580645
2024-04-03 18:30:00+00:00,9924.850322580645
2024-04-03 18:45:00+00:00,9924.850322580645
2024-04-03 19:00:00+00:00,9924.850322580645
2024-04-03 19:15:00+00:00,9924.850322580645
2024-04-03 19:30:00+00:00,9924.850322580645
2024-04-03 19:45:00+00:00,9924.850322580645
2024-04-03 20:00:00+00:00,9923.361595032258
2024-04-03 20:15:00+00:00,9948.68966296323
2024-04-03 20:30:00+00:00,9927.113901392402
2024-04-03 20:45:00+00:00,9966.513118173914
2024-04-03 21:00:00+00:00,9962.76081181377
2024-04-03 21:15:00+00:00,10007.788488135497
2024-04-03 21:30:00+00:00,9978.708113844381
2024-04-03 21:45:00+00:00,10013.416947675712
2024-04-03 22:00:00+00:00,9999.345798825172
2024-04-03 22:15:00+00:00,9997.4696456451
2024-04-03 22:30:00+00:00,9989.965032924812
2024-04-03 22:45:00+00:00,9967.45119476395
2024-04-03 23:00:00+00:00,9944.937356603086
2024-04-03 23:15:00+00:00,9958.07042886359
2024-04-03 23:30:00+00:00,9989.965032924812
2024-04-03 23:45:00+00:00,9994.655415874993
2024-04-04 00:00:00+00:00,9974.955807484237
2024-04-04 00:15:00+00:00,10012.478871085677
2024-04-04 00:30:00+00:00,9989.026956334777
2024-04-04 00:45:00+00:00,9970.265424534058
2024-04-04 01:00:00+00:00,9978.708113844381
2024-04-04 01:15:00+00:00,9941.185050242942
2024-04-04 01:30:00+00:00,9970.265424534058
2024-04-04 01:45:00+00:00,9941.185050242942
2024-04-04 02:00:00+00:00,9946.813509783158
2024-04-04 02:15:00+00:00,9893.772783229344
2024-04-04 02:30:00+00:00,9893.772783229344
