entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_pct,bars_held,exit_reason
2024-01-02 07:00:00+00:00,2024-01-02 12:00:00+00:00,45339.3,45375.34,0.02205592058104117,0.794895377740545,0.07948953777405787,20,hold_period
2024-01-02 13:15:00+00:00,2024-01-02 18:15:00+00:00,45525.12,45125.89,0.024157638031562956,-9.644453831341025,-0.8769444210141586,20,hold_period
2024-01-02 21:45:00+00:00,2024-01-03 02:45:00+00:00,45119.74,45274.57,0.026783495977761928,4.146888682236977,0.343153573136723,20,hold_period
2024-01-03 06:15:00+00:00,2024-01-03 11:15:00+00:00,45286.33,44358.36,0.0293546052376271,-27.240193022360927,-2.0491172501724053,20,hold_period
2024-01-03 15:45:00+00:00,2024-01-03 20:45:00+00:00,43000.01,42721.02,0.03393440680169084,-9.467360153603977,-0.6488138026014556,20,hold_period
2024-01-04 02:15:00+00:00,2024-01-04 07:15:00+00:00,42884.01,43061.96,0.03739656681214208,6.6547190642206715,0.4149565304177427,20,hold_period
2024-01-04 09:30:00+00:00,2024-01-04 14:30:00+00:00,42955.28,43458.07,0.041072240221140394,20.650711660787238,1.1704963860089013,20,hold_period
2024-01-05 08:30:00+00:00,2024-01-05 13:30:00+00:00,43833.84,43888.5,0.04430889991624357,2.421924469422038,0.12469817839368957,20,hold_period
2024-01-05 15:00:00+00:00,2024-01-05 20:00:00+00:00,43781.21,43683.62,0.04879059561954815,-4.761474226511837,-0.22290384390928342,20,hold_period
2024-01-06 03:30:00+00:00,2024-01-06 08:30:00+00:00,43983.92,43622.79,0.05339692727554978,-19.28323234701884,-0.821050056475181,20,hold_period
2024-01-06 12:00:00+00:00,2024-01-06 17:00:00+00:00,43692.46,43909.56,0.05906824158410512,12.82371524790915,0.4968820707279997,20,hold_period
2024-01-06 21:30:00+00:00,2024-01-07 02:30:00+00:00,43878.24,43939.11,0.0647114984075235,3.9389889080662215,0.13872479844223573,20,hold_period
2024-01-07 06:00:00+00:00,2024-01-07 11:00:00+00:00,44017.71,43981.84,0.0709466894965352,-2.5448577522406595,-0.08148992757688323,20,hold_period
2024-01-07 11:15:00+00:00,2024-01-07 16:15:00+00:00,44047.35,44168.02,0.077961804894113,9.407650996572556,0.27395518686141873,20,hold_period
2024-01-07 21:00:00+00:00,2024-01-08 02:00:00+00:00,44198.27,43681.0,0.08546309953224292,-44.2074974950433,-1.1703399250694635,20,hold_period
2024-01-08 05:45:00+00:00,2024-01-08 10:45:00+00:00,43641.74,44088.85,0.09508112985435299,42.51172396917991,1.0245008562903335,20,hold_period
2024-01-08 15:30:00+00:00,2024-01-08 20:30:00+00:00,44982.63,46879.99,0.10153822679253798,192.65456998708942,4.217983697262695,20,hold_period
2024-01-09 07:30:00+00:00,2024-01-09 12:30:00+00:00,46809.5,46713.22,0.10771464034434285,-10.370765572353775,-0.20568474348156007,20,hold_period
2024-01-09 13:00:00+00:00,2024-01-09 18:00:00+00:00,46559.76,46618.08,0.11906691876072405,6.94398270212514,0.1252583776204963,20,hold_period
2024-01-10 09:30:00+00:00,2024-01-10 14:30:00+00:00,45678.42,45074.72,0.13347944425632643,-80.58154049754376,-1.3216306518482823,20,hold_period
2024-01-10 15:00:00+00:00,2024-01-10 20:00:00+00:00,45164.0,45548.56,0.14828110711771014,57.02298255318692,0.8514746258081685,20,hold_period
2024-01-10 20:45:00+00:00,2024-01-11 01:45:00+00:00,46127.0,46506.94,0.15978384391965797,60.708273658835424,0.8236824419537436,20,hold_period
2024-01-11 07:00:00+00:00,2024-01-11 12:00:00+00:00,46100.99,47016.52,0.17594491835521456,161.08285110174893,1.9859226450451573,20,hold_period
2024-01-11 13:15:00+00:00,2024-01-11 18:15:00+00:00,47140.0,46452.17,0.18956319826081955,-130.38725465973948,-1.459121764955451,20,hold_period
2024-01-11 20:00:00+00:00,2024-01-12 01:00:00+00:00,46953.32,46127.82,0.2090141892519838,-172.54121322751234,-1.7581291376200903,20,hold_period
2024-01-12 05:15:00+00:00,2024-01-12 10:15:00+00:00,46105.65,45906.52,0.23370516868460456,-46.537710240165325,-0.4318993442235519,20,hold_period
2024-01-12 10:45:00+00:00,2024-01-12 15:45:00+00:00,46063.62,44462.01,0.2571391968898455,-411.8367091307464,-3.476952093647878,20,hold_period
2024-01-12 20:00:00+00:00,2024-01-13 01:00:00+00:00,43709.76,42665.52,0.2970632452299081,-310.20532319887934,-2.3890316487667818,20,hold_period
2024-01-13 06:30:00+00:00,2024-01-13 11:30:00+00:00,42988.5,42556.53,0.33144096906695786,-143.172555407853,-1.0048501343382532,20,hold_period
2024-01-14 07:30:00+00:00,2024-01-14 12:30:00+00:00,42899.96,42841.07,0.3649046498859512,-21.489234831782596,-0.13727285526606847,20,hold_period
2024-01-14 16:15:00+00:00,2024-01-14 21:15:00+00:00,42890.36,42254.01,0.4013254342875721,-255.38344010889705,-1.4836667260428649,20,hold_period
2024-01-15 00:30:00+00:00,2024-01-15 05:30:00+00:00,42349.28,42643.78,0.44637423953664257,131.457213543541,0.6954073363230728,20,hold_period
2024-01-15 07:45:00+00:00,2024-01-15 12:45:00+00:00,42714.78,42663.79,0.4869847236692458,-24.831351059892768,-0.1193732005642989,20,hold_period
2024-01-15 12:45:00+00:00,2024-01-15 17:45:00+00:00,42663.79,42696.58,0.5361190373470827,17.57934323461086,0.07685674432580392,20,hold_period
2024-01-16 02:30:00+00:00,2024-01-16 07:30:00+00:00,42641.69,42781.31,0.5899168270120289,82.36418738741486,0.3274260471383572,20,hold_period
2024-01-16 07:30:00+00:00,2024-01-16 12:30:00+00:00,42781.31,43064.15,0.646806585832114,182.94277473675538,0.6611298251502973,20,hold_period
2024-01-16 15:15:00+00:00,2024-01-16 20:15:00+00:00,42970.09,43244.89,0.7085933920668475,194.72146413997325,0.6395146019010145,20,hold_period
2024-01-16 20:30:00+00:00,2024-01-17 01:30:00+00:00,43150.78,43103.56,0.7764277367689462,-36.66291773023113,-0.10943023509656369,20,hold_period
2024-01-17 09:00:00+00:00,2024-01-17 14:00:00+00:00,42824.0,42564.72,0.8602675338516779,-223.05016617706133,-0.6054548851111452,20,hold_period
2024-01-17 14:30:00+00:00,2024-01-17 19:30:00+00:00,42733.69,42658.01,0.9475143140804596,-71.70788328960771,-0.1770968058222966,20,hold_period
2024-01-18 00:00:00+00:00,2024-01-18 05:00:00+00:00,42709.05,42683.99,1.0424149916302912,-26.122919690256822,-0.05867608855735229,20,hold_period
2024-01-18 13:30:00+00:00,2024-01-18 18:30:00+00:00,42570.08,41554.95,1.150024732356291,-1167.424606556844,-2.38460909634185,20,hold_period
2024-01-19 01:30:00+00:00,2024-01-19 06:30:00+00:00,41261.1,41367.89,1.3019782556403554,139.038257919834,0.2588152036664182,20,hold_period
2024-01-19 07:30:00+00:00,2024-01-19 12:30:00+00:00,41343.58,41310.97,1.4292648860532795,-46.608327934198314,-0.07887560777272151,20,hold_period
2024-01-19 13:45:00+00:00,2024-01-19 18:45:00+00:00,41393.08,41808.08,1.5697705692308128,651.4547862307954,1.0025830404502445,20,hold_period
2024-01-20 05:15:00+00:00,2024-01-20 10:15:00+00:00,41633.92,41584.0,1.7178530654326383,-85.75522502639797,-0.11990223356339591,20,hold_period
2024-01-20 11:45:00+00:00,2024-01-20 16:45:00+00:00,41580.83,41563.66,1.8913291019305454,-32.47412068014091,-0.04129306702150837,20,hold_period
