,value
2024-04-04 01:30:00+00:00,10318.849621814028
2024-04-04 01:45:00+00:00,10318.849621814028
2024-04-04 02:00:00+00:00,10318.849621814028
2024-04-04 02:15:00+00:00,10318.849621814028
2024-04-04 02:30:00+00:00,10318.849621814028
2024-04-04 02:45:00+00:00,10318.849621814028
2024-04-04 03:00:00+00:00,10318.849621814028
2024-04-04 03:15:00+00:00,10318.849621814028
2024-04-04 03:30:00+00:00,10318.849621814028
2024-04-04 03:45:00+00:00,10318.849621814028
2024-04-04 04:00:00+00:00,10318.849621814028
2024-04-04 04:15:00+00:00,10318.849621814028
2024-04-04 04:30:00+00:00,10318.849621814028
2024-04-04 04:45:00+00:00,10318.849621814028
2024-04-04 05:00:00+00:00,10318.849621814028
2024-04-04 05:15:00+00:00,10318.849621814028
2024-04-04 05:30:00+00:00,10318.849621814028
2024-04-04 05:45:00+00:00,10318.849621814028
2024-04-04 06:00:00+00:00,10318.849621814028
2024-04-04 06:15:00+00:00,10318.849621814028
2024-04-04 06:30:00+00:00,10318.849621814028
2024-04-04 06:45:00+00:00,10317.301794370755
2024-04-04 07:00:00+00:00,10292.383400754921
2024-04-04 07:15:00+00:00,10292.383400754921
2024-04-04 07:30:00+00:00,10292.383400754921
2024-04-04 07:45:00+00:00,10292.383400754921
2024-04-04 08:00:00+00:00,10292.383400754921
2024-04-04 08:15:00+00:00,10292.383400754921
2024-04-04 08:30:00+00:00,10292.383400754921
2024-04-04 08:45:00+00:00,10292.383400754921
2024-04-04 09:00:00+00:00,10292.383400754921
2024-04-04 09:15:00+00:00,10292.383400754921
2024-04-04 09:30:00+00:00,10292.383400754921
2024-04-04 09:45:00+00:00,10292.383400754921
2024-04-04 10:00:00+00:00,10292.383400754921
2024-04-04 10:15:00+00:00,10292.383400754921
2024-04-04 10:30:00+00:00,10290.839543244807
2024-04-04 10:45:00+00:00,10297.407153436721
2024-04-04 11:00:00+00:00,10321.80113414954
2024-04-04 11:15:00+00:00,10340.565734697862
2024-04-04 11:30:00+00:00,10338.68927464303
2024-04-04 11:45:00+00:00,10318.048214039874
2024-04-04 12:00:00+00:00,10324.615824231789
2024-04-04 12:15:00+00:00,10317.109984012459
2024-04-04 12:30:00+00:00,10304.91299365605
2024-04-04 12:45:00+00:00,10285.210163080312
2024-04-04 13:00:00+00:00,10292.71600329964
2024-04-04 13:15:00+00:00,10284.271933052894
2024-04-04 13:30:00+00:00,10288.963083189976
2024-04-04 13:45:00+00:00,10290.839543244807
2024-04-04 14:00:00+00:00,10310.542373820546
2024-04-04 14:15:00+00:00,10333.059894478534
2024-04-04 14:30:00+00:00,10312.41883387538
2024-04-04 14:45:00+00:00,10292.106153781819
2024-04-04 15:00:00+00:00,10292.106153781819
2024-04-04 15:15:00+00:00,10292.106153781819
2024-04-04 15:30:00+00:00,10292.106153781819
2024-04-04 15:45:00+00:00,10292.106153781819
2024-04-04 16:00:00+00:00,10292.106153781819
2024-04-04 16:15:00+00:00,10292.106153781819
2024-04-04 16:30:00+00:00,10292.106153781819
2024-04-04 16:45:00+00:00,10292.106153781819
2024-04-04 17:00:00+00:00,10292.106153781819
2024-04-04 17:15:00+00:00,10292.106153781819
2024-04-04 17:30:00+00:00,10292.106153781819
2024-04-04 17:45:00+00:00,10292.106153781819
2024-04-04 18:00:00+00:00,10292.106153781819
2024-04-04 18:15:00+00:00,10292.106153781819
2024-04-04 18:30:00+00:00,10292.106153781819
2024-04-04 18:45:00+00:00,10292.106153781819
2024-04-04 19:00:00+00:00,10292.106153781819
2024-04-04 19:15:00+00:00,10292.106153781819
2024-04-04 19:30:00+00:00,10292.106153781819
2024-04-04 19:45:00+00:00,10292.106153781819
2024-04-04 20:00:00+00:00,10292.106153781819
2024-04-04 20:15:00+00:00,10292.106153781819
2024-04-04 20:30:00+00:00,10292.106153781819
2024-04-04 20:45:00+00:00,10292.106153781819
2024-04-04 21:00:00+00:00,10292.106153781819
2024-04-04 21:15:00+00:00,10292.106153781819
2024-04-04 21:30:00+00:00,10292.106153781819
2024-04-04 21:45:00+00:00,10292.106153781819
2024-04-04 22:00:00+00:00,10292.106153781819
2024-04-04 22:15:00+00:00,10292.106153781819
2024-04-04 22:30:00+00:00,10292.106153781819
2024-04-04 22:45:00+00:00,10292.106153781819
2024-04-04 23:00:00+00:00,10292.106153781819
2024-04-04 23:15:00+00:00,10292.106153781819
2024-04-04 23:30:00+00:00,10292.106153781819
2024-04-04 23:45:00+00:00,10292.106153781819
2024-04-05 00:00:00+00:00,10292.106153781819
2024-04-05 00:15:00+00:00,10290.562337858752
2024-04-05 00:30:00+00:00,10260.962906581499
2024-04-05 00:45:00+00:00,10260.962906581499
2024-04-05 01:00:00+00:00,10260.962906581499
2024-04-05 01:15:00+00:00,10260.962906581499
2024-04-05 01:30:00+00:00,10260.962906581499
2024-04-05 01:45:00+00:00,10260.962906581499
2024-04-05 02:00:00+00:00,10260.962906581499
2024-04-05 02:15:00+00:00,10260.962906581499
2024-04-05 02:30:00+00:00,10260.962906581499
2024-04-05 02:45:00+00:00,10260.962906581499
2024-04-05 03:00:00+00:00,10260.962906581499
2024-04-05 03:15:00+00:00,10260.962906581499
2024-04-05 03:30:00+00:00,10260.962906581499
2024-04-05 03:45:00+00:00,10260.962906581499
2024-04-05 04:00:00+00:00,10260.962906581499
2024-04-05 04:15:00+00:00,10260.962906581499
2024-04-05 04:30:00+00:00,10260.962906581499
2024-04-05 04:45:00+00:00,10260.962906581499
2024-04-05 05:00:00+00:00,10260.962906581499
2024-04-05 05:15:00+00:00,10260.962906581499
2024-04-05 05:30:00+00:00,10260.962906581499
2024-04-05 05:45:00+00:00,10260.962906581499
2024-04-05 06:00:00+00:00,10260.962906581499
2024-04-05 06:15:00+00:00,10260.962906581499
2024-04-05 06:30:00+00:00,10260.962906581499
2024-04-05 06:45:00+00:00,10260.962906581499
2024-04-05 07:00:00+00:00,10260.962906581499
2024-04-05 07:15:00+00:00,10260.962906581499
2024-04-05 07:30:00+00:00,10260.962906581499
2024-04-05 07:45:00+00:00,10260.962906581499
2024-04-05 08:00:00+00:00,10260.962906581499
2024-04-05 08:15:00+00:00,10260.962906581499
2024-04-05 08:30:00+00:00,10260.962906581499
2024-04-05 08:45:00+00:00,10260.962906581499
2024-04-05 09:00:00+00:00,10260.962906581499
2024-04-05 09:15:00+00:00,10260.962906581499
2024-04-05 09:30:00+00:00,10260.962906581499
2024-04-05 09:45:00+00:00,10260.962906581499
2024-04-05 10:00:00+00:00,10260.962906581499
2024-04-05 10:15:00+00:00,10260.962906581499
2024-04-05 10:30:00+00:00,10260.962906581499
2024-04-05 10:45:00+00:00,10260.962906581499
2024-04-05 11:00:00+00:00,10260.962906581499
2024-04-05 11:15:00+00:00,10260.962906581499
2024-04-05 11:30:00+00:00,10260.962906581499
2024-04-05 11:45:00+00:00,10260.962906581499
2024-04-05 12:00:00+00:00,10260.962906581499
2024-04-05 12:15:00+00:00,10260.962906581499
2024-04-05 12:30:00+00:00,10260.962906581499
2024-04-05 12:45:00+00:00,10260.962906581499
2024-04-05 13:00:00+00:00,10260.962906581499
2024-04-05 13:15:00+00:00,10260.962906581499
2024-04-05 13:30:00+00:00,10260.962906581499
2024-04-05 13:45:00+00:00,10259.423762145512
2024-04-05 14:00:00+00:00,10263.827608886535
2024-04-05 14:15:00+00:00,10248.414145292956
2024-04-05 14:30:00+00:00,10277.0391491096
2024-04-05 14:45:00+00:00,10315.572808093544
2024-04-05 15:00:00+00:00,10303.462229555733
2024-04-05 15:15:00+00:00,10288.048765962156
2024-04-05 15:30:00+00:00,10295.755497758944
2024-04-05 15:45:00+00:00,10295.755497758944
2024-04-05 16:00:00+00:00,10297.957421129455
2024-04-05 16:15:00+00:00,10282.543957535878
2024-04-05 16:30:00+00:00,10284.74588090639
2024-04-05 16:45:00+00:00,10301.260306185222
2024-04-05 17:00:00+00:00,10307.866076296756
2024-04-05 17:15:00+00:00,10312.269923037777
2024-04-05 17:30:00+00:00,10356.822539555013
2024-04-05 17:45:00+00:00,10355.26901617408
2024-04-05 18:00:00+00:00,10371.889794572562
2024-04-05 18:15:00+00:00,10346.958626974838
2024-04-05 18:30:00+00:00,10335.53184182588
2024-04-05 18:45:00+00:00,10335.53184182588
2024-04-05 19:00:00+00:00,10323.635519687166
2024-04-05 19:15:00+00:00,10323.635519687166
2024-04-05 19:30:00+00:00,10323.635519687166
2024-04-05 19:45:00+00:00,10323.635519687166
2024-04-05 20:00:00+00:00,10323.635519687166
2024-04-05 20:15:00+00:00,10323.635519687166
2024-04-05 20:30:00+00:00,10323.635519687166
2024-04-05 20:45:00+00:00,10323.635519687166
2024-04-05 21:00:00+00:00,10323.635519687166
2024-04-05 21:15:00+00:00,10323.635519687166
2024-04-05 21:30:00+00:00,10322.086974359212
2024-04-05 21:45:00+00:00,10312.25494053094
2024-04-05 22:00:00+00:00,10290.104843120913
2024-04-05 22:15:00+00:00,10290.104843120913
2024-04-05 22:30:00+00:00,10290.104843120913
2024-04-05 22:45:00+00:00,10290.104843120913
2024-04-05 23:00:00+00:00,10288.561327394445
2024-04-05 23:15:00+00:00,10283.522098773916
2024-04-05 23:30:00+00:00,10281.506407325704
2024-04-05 23:45:00+00:00,10285.537790222128
2024-04-06 00:00:00+00:00,10279.490715877493
2024-04-06 00:15:00+00:00,10301.663321807822
2024-04-06 00:30:00+00:00,10262.865796735505
2024-04-06 00:45:00+00:00,10262.865796735505
2024-04-06 01:00:00+00:00,10262.865796735505
2024-04-06 01:15:00+00:00,10262.865796735505
2024-04-06 01:30:00+00:00,10262.865796735505
2024-04-06 01:45:00+00:00,10262.865796735505
2024-04-06 02:00:00+00:00,10262.865796735505
2024-04-06 02:15:00+00:00,10262.865796735505
2024-04-06 02:30:00+00:00,10262.865796735505
2024-04-06 02:45:00+00:00,10262.865796735505
2024-04-06 03:00:00+00:00,10262.865796735505
2024-04-06 03:15:00+00:00,10262.865796735505
2024-04-06 03:30:00+00:00,10262.865796735505
2024-04-06 03:45:00+00:00,10262.865796735505
2024-04-06 04:00:00+00:00,10262.865796735505
2024-04-06 04:15:00+00:00,10262.865796735505
2024-04-06 04:30:00+00:00,10262.865796735505
2024-04-06 04:45:00+00:00,10262.865796735505
2024-04-06 05:00:00+00:00,10262.865796735505
2024-04-06 05:15:00+00:00,10261.326366865993
2024-04-06 05:30:00+00:00,10279.689347416814
2024-04-06 05:45:00+00:00,10297.032162381474
2024-04-06 06:00:00+00:00,10291.931334450692
2024-04-06 06:15:00+00:00,10333.128681316455
2024-04-06 06:30:00+00:00,10331.578712014258
2024-04-06 06:45:00+00:00,10345.226240461281
2024-04-06 07:00:00+00:00,10359.848592368804
2024-04-06 07:15:00+00:00,10399.137389709127
2024-04-06 07:30:00+00:00,10399.137389709127
2024-04-06 07:45:00+00:00,10397.57751910067
2024-04-06 08:00:00+00:00,10380.076756443057
2024-04-06 08:15:00+00:00,10368.426314523327
2024-04-06 08:30:00+00:00,10368.426314523327
2024-04-06 08:45:00+00:00,10368.426314523327
2024-04-06 09:00:00+00:00,10368.426314523327
2024-04-06 09:15:00+00:00,10368.426314523327
2024-04-06 09:30:00+00:00,10368.426314523327
2024-04-06 09:45:00+00:00,10368.426314523327
2024-04-06 10:00:00+00:00,10366.871050576148
2024-04-06 10:15:00+00:00,10353.590358133026
2024-04-06 10:30:00+00:00,10356.436220799409
2024-04-06 10:45:00+00:00,10367.819671464942
2024-04-06 11:00:00+00:00,10367.819671464942
2024-04-06 11:15:00+00:00,10357.73820296928
2024-04-06 11:30:00+00:00,10357.73820296928
2024-04-06 11:45:00+00:00,10357.73820296928
2024-04-06 12:00:00+00:00,10357.73820296928
2024-04-06 12:15:00+00:00,10357.73820296928
2024-04-06 12:30:00+00:00,10357.73820296928
2024-04-06 12:45:00+00:00,10357.73820296928
2024-04-06 13:00:00+00:00,10357.73820296928
2024-04-06 13:15:00+00:00,10357.73820296928
2024-04-06 13:30:00+00:00,10357.73820296928
2024-04-06 13:45:00+00:00,10357.73820296928
2024-04-06 14:00:00+00:00,10356.184542238834
2024-04-06 14:15:00+00:00,10369.391130111471
2024-04-06 14:30:00+00:00,10367.504474701094
2024-04-06 14:45:00+00:00,10381.654390278922
2024-04-06 15:00:00+00:00,10387.314356510053
2024-04-06 15:15:00+00:00,10386.371028804864
2024-04-06 15:30:00+00:00,10426.21624774432
2024-04-06 15:45:00+00:00,10424.65231530716
2024-04-06 16:00:00+00:00,10417.411887357337
2024-04-06 16:15:00+00:00,10418.316940851064
2024-04-06 16:30:00+00:00,10401.399680946304
2024-04-06 16:45:00+00:00,10401.399680946304
2024-04-06 17:00:00+00:00,10401.399680946304
2024-04-06 17:15:00+00:00,10401.399680946304
2024-04-06 17:30:00+00:00,10401.399680946304
2024-04-06 17:45:00+00:00,10401.399680946304
2024-04-06 18:00:00+00:00,10399.839470994162
2024-04-06 18:15:00+00:00,10395.261390148675
2024-04-06 18:30:00+00:00,10379.69591527402
2024-04-06 18:45:00+00:00,10402.586319501454
2024-04-06 19:00:00+00:00,10390.96531908327
2024-04-06 19:15:00+00:00,10390.96531908327
2024-04-06 19:30:00+00:00,10390.96531908327
2024-04-06 19:45:00+00:00,10390.96531908327
2024-04-06 20:00:00+00:00,10390.96531908327
2024-04-06 20:15:00+00:00,10390.96531908327
2024-04-06 20:30:00+00:00,10390.96531908327
2024-04-06 20:45:00+00:00,10389.406674285408
2024-04-06 21:00:00+00:00,10368.583400283902
2024-04-06 21:15:00+00:00,10368.583400283902
2024-04-06 21:30:00+00:00,10368.583400283902
2024-04-06 21:45:00+00:00,10368.583400283902
2024-04-06 22:00:00+00:00,10368.583400283902
2024-04-06 22:15:00+00:00,10368.583400283902
2024-04-06 22:30:00+00:00,10368.583400283902
2024-04-06 22:45:00+00:00,10368.583400283902
2024-04-06 23:00:00+00:00,10368.583400283902
2024-04-06 23:15:00+00:00,10368.583400283902
2024-04-06 23:30:00+00:00,10368.583400283902
2024-04-06 23:45:00+00:00,10368.583400283902
2024-04-07 00:00:00+00:00,10368.583400283902
2024-04-07 00:15:00+00:00,10368.583400283902
2024-04-07 00:30:00+00:00,10368.583400283902
2024-04-07 00:45:00+00:00,10368.583400283902
2024-04-07 01:00:00+00:00,10368.583400283902
2024-04-07 01:15:00+00:00,10368.583400283902
2024-04-07 01:30:00+00:00,10368.583400283902
2024-04-07 01:45:00+00:00,10368.583400283902
2024-04-07 02:00:00+00:00,10368.583400283902
2024-04-07 02:15:00+00:00,10368.583400283902
2024-04-07 02:30:00+00:00,10368.583400283902
2024-04-07 02:45:00+00:00,10368.583400283902
2024-04-07 03:00:00+00:00,10368.583400283902
2024-04-07 03:15:00+00:00,10368.583400283902
2024-04-07 03:30:00+00:00,10368.583400283902
2024-04-07 03:45:00+00:00,10368.583400283902
2024-04-07 04:00:00+00:00,10367.028112773858
2024-04-07 04:15:00+00:00,10396.520972223556
2024-04-07 04:30:00+00:00,10389.147757361132
2024-04-07 04:45:00+00:00,10387.304453645525
2024-04-07 05:00:00+00:00,10405.737490801584
2024-04-07 05:15:00+00:00,10401.12923151257
2024-04-07 05:30:00+00:00,10409.424098232797
2024-04-07 05:45:00+00:00,10402.972535228177
2024-04-07 06:00:00+00:00,10401.12923151257
2024-04-07 06:15:00+00:00,10418.848449304762
2024-04-07 06:30:00+00:00,10417.285622037367
2024-04-07 06:45:00+00:00,10456.004315598972
2024-04-07 07:00:00+00:00,10446.32464220857
2024-04-07 07:15:00+00:00,10441.04482035926
2024-04-07 07:30:00+00:00,10419.925532962021
2024-04-07 07:45:00+00:00,10440.164850051042
2024-04-07 08:00:00+00:00,10431.36514696886
2024-04-07 08:15:00+00:00,10415.52568142093
2024-04-07 08:30:00+00:00,10409.365889263401
2024-04-07 08:45:00+00:00,10419.045562653802
2024-04-07 09:00:00+00:00,10425.20535481133
2024-04-07 09:15:00+00:00,10420.80550327024
2024-04-07 09:30:00+00:00,10435.76499850995
2024-04-07 09:45:00+00:00,10457.764256215409
2024-04-07 10:00:00+00:00,10447.204612516789
2024-04-07 10:15:00+00:00,10442.804760975698
2024-04-07 10:30:00+00:00,10434.005057893515
2024-04-07 10:45:00+00:00,10443.684731283916
2024-04-07 11:00:00+00:00,10465.805864877062
2024-04-07 11:15:00+00:00,10464.23599399733
2024-04-07 11:30:00+00:00,10460.826936712354
2024-04-07 11:45:00+00:00,10463.383729676087
2024-04-07 12:00:00+00:00,10454.008822142401
2024-04-07 12:15:00+00:00,10444.633914608718
2024-04-07 12:30:00+00:00,10442.242460923306
2024-04-07 12:45:00+00:00,10442.242460923306
2024-04-07 13:00:00+00:00,10442.242460923306
2024-04-07 13:15:00+00:00,10442.242460923306
2024-04-07 13:30:00+00:00,10442.242460923306
2024-04-07 13:45:00+00:00,10442.242460923306
2024-04-07 14:00:00+00:00,10442.242460923306
2024-04-07 14:15:00+00:00,10442.242460923306
2024-04-07 14:30:00+00:00,10442.242460923306
2024-04-07 14:45:00+00:00,10442.242460923306
2024-04-07 15:00:00+00:00,10442.242460923306
2024-04-07 15:15:00+00:00,10440.676124554167
2024-04-07 15:30:00+00:00,10449.214344064327
2024-04-07 15:45:00+00:00,10471.413714790737
2024-04-07 16:00:00+00:00,10461.167851378548
2024-04-07 16:15:00+00:00,10450.068166015342
2024-04-07 16:30:00+00:00,10467.998426986675
2024-04-07 16:45:00+00:00,10456.044919672453
2024-04-07 17:00:00+00:00,10439.822302603152
2024-04-07 17:15:00+00:00,10442.3837684562
2024-04-07 17:30:00+00:00,10433.845548946041
2024-04-07 17:45:00+00:00,10431.284083092994
2024-04-07 18:00:00+00:00,10422.745863582837
2024-04-07 18:15:00+00:00,10421.206422605155
2024-04-07 18:30:00+00:00,10421.206422605155
2024-04-07 18:45:00+00:00,10421.206422605155
2024-04-07 19:00:00+00:00,10421.206422605155
2024-04-07 19:15:00+00:00,10421.206422605155
2024-04-07 19:30:00+00:00,10421.206422605155
2024-04-07 19:45:00+00:00,10421.206422605155
2024-04-07 20:00:00+00:00,10421.206422605155
2024-04-07 20:15:00+00:00,10421.206422605155
2024-04-07 20:30:00+00:00,10421.206422605155
2024-04-07 20:45:00+00:00,10421.206422605155
2024-04-07 21:00:00+00:00,10421.206422605155
2024-04-07 21:15:00+00:00,10421.206422605155
2024-04-07 21:30:00+00:00,10421.206422605155
2024-04-07 21:45:00+00:00,10421.206422605155
2024-04-07 22:00:00+00:00,10421.206422605155
2024-04-07 22:15:00+00:00,10421.206422605155
2024-04-07 22:30:00+00:00,10421.206422605155
2024-04-07 22:45:00+00:00,10421.206422605155
2024-04-07 23:00:00+00:00,10421.206422605155
2024-04-07 23:15:00+00:00,10421.206422605155
2024-04-07 23:30:00+00:00,10421.206422605155
2024-04-07 23:45:00+00:00,10421.206422605155
2024-04-08 00:00:00+00:00,10421.206422605155
2024-04-08 00:15:00+00:00,10421.206422605155
2024-04-08 00:30:00+00:00,10421.206422605155
2024-04-08 00:45:00+00:00,10421.206422605155
2024-04-08 01:00:00+00:00,10421.206422605155
2024-04-08 01:15:00+00:00,10421.206422605155
2024-04-08 01:30:00+00:00,10421.206422605155
2024-04-08 01:45:00+00:00,10421.206422605155
2024-04-08 02:00:00+00:00,10421.206422605155
2024-04-08 02:15:00+00:00,10421.206422605155
2024-04-08 02:30:00+00:00,10421.206422605155
2024-04-08 02:45:00+00:00,10421.206422605155
2024-04-08 03:00:00+00:00,10421.206422605155
2024-04-08 03:15:00+00:00,10421.206422605155
2024-04-08 03:30:00+00:00,10421.206422605155
2024-04-08 03:45:00+00:00,10421.206422605155
2024-04-08 04:00:00+00:00,10421.206422605155
2024-04-08 04:15:00+00:00,10421.206422605155
