entry_time,exit_time,entry_price,exit_price,pnl,exit_reason,regime,rsi,volume_ratio,volatility,holding_bars
2017-09-14 23:00:00+00:00,2017-09-15 04:00:00+00:00,3189.02,3334.8256512,4.572114668456135,STOP,MarketRegime.BEAR_MARKET,25.297770714390595,1.0008956478709057,0.02126152429938764,5.0
2017-09-15 10:00:00+00:00,2017-09-15 12:00:00+00:00,2950.0,3171.25,7.5,TP1,MarketRegime.BEAR_MARKET,29.35500061554778,0.8410737155854341,0.027657578753721733,2.0
2017-09-17 08:00:00+00:00,2017-09-18 01:00:00+00:00,3535.01,3734.627428571428,5.64687026547104,TP1,MarketRegime.BEAR_MARKET,28.421083749667417,1.461462035037503,0.020884144486781418,17.0
2017-09-17 11:00:00+00:00,2017-09-17 16:00:00+00:00,3499.03,3692.0748571428567,5.51709637079009,TP1,MarketRegime.BEAR_MARKET,29.412452909656736,0.9473419655576405,0.011655819434907656,5.0
2017-09-21 03:00:00+00:00,2017-09-21 16:00:00+00:00,3827.66,3698.0857142857144,-3.385208866886961,STOP,MarketRegime.SIDEWAYS,28.883806978775908,1.1895331328621024,0.010256063800492002,13.0
2017-09-21 04:00:00+00:00,2017-09-21 16:00:00+00:00,3852.71,3722.119142857143,-3.389584400145799,STOP,MarketRegime.SIDEWAYS,29.623413939532682,1.0989078212746113,0.010262831668976225,12.0
2017-09-21 16:00:00+00:00,2017-09-22 15:00:00+00:00,3670.0,3518.3217142857143,-4.1329233164655514,STOP,MarketRegime.SIDEWAYS,21.397203282098758,1.5523711243256475,0.008588276900051985,23.0
2017-09-21 17:00:00+00:00,2017-09-23 18:00:00+00:00,3663.82,3745.44792,2.2279456960221817,STOP,MarketRegime.SIDEWAYS,23.74022310552644,0.798984849415365,0.008592220757242584,49.0
2017-09-21 18:00:00+00:00,2017-09-22 15:00:00+00:00,3673.65,3519.5134285714284,-4.195733709759276,STOP,MarketRegime.SIDEWAYS,19.82880636247222,1.021300190724775,0.00861668872154468,21.0
2017-09-21 19:00:00+00:00,2017-09-22 07:00:00+00:00,3605.03,3687.3445599999995,2.283325242785756,STOP,MarketRegime.SIDEWAYS,11.937254000632109,2.027998084882796,0.008945880980449667,12.0
2017-09-21 20:00:00+00:00,2017-09-22 07:00:00+00:00,3630.0,3695.1354,1.7943636363636397,STOP,MarketRegime.SIDEWAYS,18.074613482596533,1.5243869242585235,0.008972489911298608,11.0
2017-09-21 21:00:00+00:00,2017-09-22 07:00:00+00:00,3630.0,3695.1354,1.7943636363636397,STOP,MarketRegime.SIDEWAYS,13.306880588861034,1.2047973410139443,0.008978597551947945,10.0
2017-09-21 22:00:00+00:00,2017-09-22 07:00:00+00:00,3627.12,3695.1354,1.875190233573751,STOP,MarketRegime.SIDEWAYS,13.715437275879395,0.6897335826963167,0.008916340309430613,9.0
2017-09-21 23:00:00+00:00,2017-09-22 03:00:00+00:00,3609.99,3674.4749999999995,1.7862930368228076,TP1,MarketRegime.SIDEWAYS,13.509647663251243,0.7479150377027765,0.00844070938937141,4.0
2017-09-22 00:00:00+00:00,2017-09-22 07:00:00+00:00,3647.29,3686.2439360000003,1.0680240946017547,STOP,MarketRegime.SIDEWAYS,19.571649610467148,0.7178730407971645,0.008261482439761696,7.0
2017-09-22 01:00:00+00:00,2017-09-22 07:00:00+00:00,3651.75,3695.1354,1.1880714725816421,STOP,MarketRegime.SIDEWAYS,20.89975977287618,0.9995212548659131,0.008256927981332138,6.0
2017-09-22 02:00:00+00:00,2017-09-22 03:00:00+00:00,3617.24,3683.8099999999995,1.8403534186285597,TP1,MarketRegime.SIDEWAYS,19.433445019798953,0.54590040381865,0.008078556980399545,1.0
2017-10-03 05:00:00+00:00,2017-10-05 03:00:00+00:00,4280.0,4159.549142857143,-2.8142723631508613,STOP,MarketRegime.SIDEWAYS,27.660679057211084,2.5220978237953062,0.007971152383082785,46.0
2017-10-03 06:00:00+00:00,2017-10-05 03:00:00+00:00,4280.0,4146.573714285714,-3.1174365821094807,STOP,MarketRegime.SIDEWAYS,24.964997307485163,5.5365927816435185,0.007978113965048566,45.0
2017-10-03 07:00:00+00:00,2017-10-05 08:00:00+00:00,4271.0,4133.5160000000005,-3.219011940997412,STOP,MarketRegime.SIDEWAYS,27.47747747747748,1.742997375905937,0.007911850652993978,49.0
2017-10-03 08:00:00+00:00,2017-10-05 03:00:00+00:00,4300.0,4155.04,-3.3711627906976753,STOP,MarketRegime.SIDEWAYS,29.986648865153455,2.010577307935074,0.007959390475005157,43.0
2017-10-03 09:00:00+00:00,2017-10-06 17:00:00+00:00,4261.05,4338.2492999999995,1.8117435843277903,STOP,MarketRegime.SIDEWAYS,22.230766541997383,1.193799167839701,0.007942751947753252,80.0
2017-10-03 10:00:00+00:00,2017-10-04 07:00:00+00:00,4271.0,4320.221399999999,1.1524560992741617,STOP,MarketRegime.SIDEWAYS,26.924625690961733,1.4964745586837307,0.007979064756178166,21.0
2017-10-03 12:00:00+00:00,2017-10-04 08:00:00+00:00,4212.11,4297.042399999999,2.0163860867831014,STOP,MarketRegime.SIDEWAYS,26.70167250097232,0.9274560708247196,0.008797759142481973,20.0
2017-10-03 13:00:00+00:00,2017-10-04 08:00:00+00:00,4208.0,4297.042399999999,2.1160266159695666,STOP,MarketRegime.SIDEWAYS,26.365834890623233,1.3826762648624333,0.008742321811641503,19.0
2017-10-04 19:00:00+00:00,2017-10-05 23:00:00+00:00,4173.11,4292.62392,2.8639053367872003,STOP,MarketRegime.SIDEWAYS,28.78140703517576,0.9125234160483542,0.007329594394414738,28.0
2017-10-04 20:00:00+00:00,2017-10-05 23:00:00+00:00,4162.55,4292.62392,3.124861443105784,STOP,MarketRegime.SIDEWAYS,23.97145147526571,0.8003645954144183,0.007090076879926906,27.0
2017-10-15 11:00:00+00:00,2017-10-17 01:00:00+00:00,5400.01,5671.25104,5.022972920420515,STOP,MarketRegime.BULL_TREND,28.35339819837158,1.9120673139462112,0.012323111669968396,38.0
2017-10-15 15:00:00+00:00,2017-10-17 01:00:00+00:00,5544.14,5671.25104,2.2927097800560547,STOP,MarketRegime.BULL_TREND,28.667542833717178,1.0056291985552137,0.012905903721105606,34.0
2017-10-15 16:00:00+00:00,2017-10-17 01:00:00+00:00,5499.79,5671.25104,3.1175924898950713,STOP,MarketRegime.BULL_TREND,25.346292905104008,0.7812965021843722,0.012934900414521262,33.0
2017-10-18 06:00:00+00:00,2017-10-18 13:00:00+00:00,5323.54,5176.096,-2.7696607896249565,STOP,MarketRegime.BULL_TREND,22.698631280253622,1.6714564644465115,0.00821238121727333,7.0
2017-10-18 07:00:00+00:00,2017-10-19 19:00:00+00:00,5277.22,5621.40008,6.521996050951071,STOP,MarketRegime.BULL_TREND,13.576893570258363,1.2752480500959862,0.008261157983095848,36.0
2017-10-18 08:00:00+00:00,2017-10-18 13:00:00+00:00,5368.73,5194.476285714285,-3.245715733250034,STOP,MarketRegime.BULL_TREND,25.88858661830325,1.5891775406682047,0.00915577949058398,5.0
2017-10-18 09:00:00+00:00,2017-10-19 19:00:00+00:00,5331.29,5621.40008,5.4416488317086555,STOP,MarketRegime.BULL_TREND,25.01847174252954,2.016436309927699,0.009206863268745999,34.0
2017-10-18 10:00:00+00:00,2017-10-19 19:00:00+00:00,5300.23,5621.40008,6.059549868590623,STOP,MarketRegime.BULL_TREND,24.59210215180879,1.537663694162149,0.009233229934749336,33.0
2017-10-18 11:00:00+00:00,2017-10-19 01:00:00+00:00,5273.25,5579.489142857143,5.807408009427634,TP1,MarketRegime.SIDEWAYS,23.600732660107198,1.3056674793778247,0.009089364957342822,14.0
2017-10-18 12:00:00+00:00,2017-10-19 01:00:00+00:00,5277.98,5580.567714285713,5.733021237020858,TP1,MarketRegime.SIDEWAYS,24.058648191412033,0.8656606864092408,0.009112986679145495,13.0
2017-10-18 13:00:00+00:00,2017-10-18 20:00:00+00:00,5150.0,5472.326,6.2587572815533985,TP1,MarketRegime.SIDEWAYS,20.079608412672627,1.7226537099049384,0.010008310532740443,7.0
2017-10-18 14:00:00+00:00,2017-10-18 22:00:00+00:00,5168.0,5512.514857142856,6.666309155241026,TP1,MarketRegime.SIDEWAYS,24.191426299428727,1.401125524928192,0.010107393927147526,8.0
2017-10-22 04:00:00+00:00,2017-10-23 07:00:00+00:00,5780.11,5900.4297,2.081616093811364,STOP,MarketRegime.BULL_TREND,29.60938241153586,1.4362923903978977,0.009988158992214825,27.0
2017-10-23 13:00:00+00:00,2017-10-24 01:00:00+00:00,5710.0,5632.01,-1.3658493870402764,STOP,MarketRegime.BULL_TREND,26.83204633204629,2.721059416488326,0.008194813415148536,12.0
2017-10-23 14:00:00+00:00,2017-10-24 01:00:00+00:00,5686.88,5643.2298937737605,-0.7675580674506862,STOP,MarketRegime.BULL_TREND,25.92564958683849,1.3036142801638317,0.00738736371934544,11.0
2017-10-23 15:00:00+00:00,2017-10-24 21:00:00+00:00,5762.04,5530.306285714285,-4.021730399055109,STOP,MarketRegime.BULL_TREND,28.610207273446306,1.2652134614197261,0.007997715980778728,30.0
2017-10-24 13:00:00+00:00,2017-10-25 02:00:00+00:00,5613.07,5332.416499999999,-5.000000000000006,STOP,MarketRegime.SIDEWAYS,27.99430348475589,0.9375344184826573,0.011625788115003439,13.0
2017-10-24 21:00:00+00:00,2017-10-25 11:00:00+00:00,5450.02,5480.380414197761,0.5570697758496352,STOP,MarketRegime.SIDEWAYS,26.911642288024737,0.9758081568356471,0.011926581888091507,14.0
2017-10-25 01:00:00+00:00,2017-10-25 05:00:00+00:00,5367.34,5460.8004,1.7412796655326461,STOP,MarketRegime.SIDEWAYS,24.99838019955942,0.9874459321404695,0.009222493826700746,4.0
2017-10-25 02:00:00+00:00,2017-10-25 05:00:00+00:00,5299.0,5456.32496,2.9689556520098117,STOP,MarketRegime.SIDEWAYS,24.164657251119536,1.7630392518509355,0.009446466936771133,3.0
2017-10-27 14:00:00+00:00,2017-10-29 15:00:00+00:00,5751.96,5904.9,2.6589197421400637,TP1,MarketRegime.SIDEWAYS,19.999457568278572,0.648915025128778,0.0074141617049002205,49.0
2017-10-27 15:00:00+00:00,2017-10-29 19:00:00+00:00,5771.01,5996.961428571429,3.9152839549997065,TP1,MarketRegime.SIDEWAYS,25.952340996811543,1.1089741895560699,0.007364909624504271,52.0
2017-10-27 18:00:00+00:00,2017-10-28 00:00:00+00:00,5709.95,5799.875,1.574882442052911,TP1,MarketRegime.SIDEWAYS,27.962738930558885,1.5595100487482427,0.007259780419243165,6.0
2017-10-28 14:00:00+00:00,2017-10-29 15:00:00+00:00,5669.98,5857.197999999999,3.3019164088762194,TP1,MarketRegime.SIDEWAYS,27.928136771950278,2.35619537464285,0.005845923948039082,25.0
2017-10-28 15:00:00+00:00,2017-10-29 15:00:00+00:00,5669.97,5844.423428571429,3.076796324697114,TP1,MarketRegime.SIDEWAYS,28.123723373212897,0.9104060293614451,0.00578882178974251,24.0
2017-11-06 02:00:00+00:00,2017-11-06 18:00:00+00:00,7319.22,7125.713142857143,-2.643818018079213,STOP,MarketRegime.BULL_TREND,27.808252824627516,0.8659939907817229,0.007110895193646435,16.0
2017-11-06 03:00:00+00:00,2017-11-06 18:00:00+00:00,7215.54,7007.148,-2.888099851154589,STOP,MarketRegime.BULL_TREND,18.835476355617274,1.7300791626255163,0.007549904817956303,15.0
2017-11-06 04:00:00+00:00,2017-11-08 18:00:00+00:00,7164.74,7372.50352,2.899805436066074,STOP,MarketRegime.BULL_TREND,19.323821339950456,1.2302870458057593,0.007647491968709766,62.0
2017-11-06 22:00:00+00:00,2017-11-08 18:00:00+00:00,7017.74,7372.50352,5.0552388660737,STOP,MarketRegime.BULL_TREND,28.198661939446012,1.6768376212463258,0.007995809171761953,44.0
2017-11-06 23:00:00+00:00,2017-11-08 18:00:00+00:00,6960.12,7372.50352,5.924948420429538,STOP,MarketRegime.BULL_TREND,26.28893068540127,1.4087192391711483,0.008097352794345704,43.0
2017-11-07 02:00:00+00:00,2017-11-08 18:00:00+00:00,7065.0,7372.50352,4.352491436659593,STOP,MarketRegime.BULL_TREND,26.896018980881166,1.3231711450469446,0.008754019615016791,40.0
2017-11-08 20:00:00+00:00,2017-11-09 21:00:00+00:00,6989.0,7102.250099999999,1.6204049220203076,STOP,MarketRegime.BULL_TREND,28.559047318896035,1.9431243226529566,0.014264934248857535,25.0
2017-11-09 21:00:00+00:00,2017-11-10 04:00:00+00:00,7101.0,7230.0,1.8166455428812844,TP1,MarketRegime.SIDEWAYS,29.2025292724081,0.5055166717710964,0.009637625872087786,7.0
2017-11-10 11:00:00+00:00,2017-11-10 12:00:00+00:00,6831.2,6651.0,-2.6378967092165335,STOP,MarketRegime.SIDEWAYS,29.83014861995744,3.4127629659157814,0.009200722553830724,1.0
2017-11-10 12:00:00+00:00,2017-11-10 20:00:00+00:00,6629.98,6349.555428571429,-4.229644304033658,STOP,MarketRegime.SIDEWAYS,23.145280107657754,3.8778946169027693,0.010618751994336246,8.0
2017-11-10 14:00:00+00:00,2017-11-10 16:00:00+00:00,6720.0,6823.5,1.5401785714285716,TP1,MarketRegime.SIDEWAYS,23.535687728335645,1.5433255001345156,0.011805250171415328,2.0
2017-11-10 15:00:00+00:00,2017-11-10 18:00:00+00:00,6760.02,6651.0,-1.612717122138698,STOP,MarketRegime.SIDEWAYS,26.714290144834607,1.4349282320913201,0.011930495411494801,3.0
2017-11-10 17:00:00+00:00,2017-11-10 18:00:00+00:00,6728.02,6651.0,-1.1447647301880854,STOP,MarketRegime.SIDEWAYS,28.315508260290713,1.067960178971455,0.012265614797012759,1.0
2017-11-10 18:00:00+00:00,2017-11-11 05:00:00+00:00,6400.0,6634.269830927318,3.6604661082393477,STOP,MarketRegime.SIDEWAYS,19.305509944743463,1.674998623717131,0.015436731586478918,11.0
2017-11-10 19:00:00+00:00,2017-11-10 23:00:00+00:00,6526.31,6601.32,1.149347793776258,STOP,MarketRegime.SIDEWAYS,27.637060257749894,1.9842763955029974,0.01621093733644607,4.0
2017-11-10 20:00:00+00:00,2017-11-11 01:00:00+00:00,6279.97,6750.967750000002,7.500000000000022,TP1,MarketRegime.SIDEWAYS,23.058823529411782,1.4270189223841956,0.017575420946175854,5.0
2017-11-11 15:00:00+00:00,2017-11-12 02:00:00+00:00,6285.84,5971.548,-5.000000000000006,STOP,MarketRegime.SIDEWAYS,24.913164206733867,1.4458101833601507,0.02076742283179624,11.0
2017-11-11 16:00:00+00:00,2017-11-12 02:00:00+00:00,6277.45,5963.577499999999,-5.000000000000006,STOP,MarketRegime.SIDEWAYS,25.722124603101193,1.4685442041730106,0.020602059058413568,10.0
2017-11-11 17:00:00+00:00,2017-11-11 22:00:00+00:00,6256.1,6335.0991,1.2627531529227474,STOP,MarketRegime.SIDEWAYS,25.685964660249965,0.7954852652862408,0.020470299297763707,5.0
2017-11-11 18:00:00+00:00,2017-11-11 22:00:00+00:00,6150.99,6325.0243199999995,2.8293708817604935,STOP,MarketRegime.SIDEWAYS,20.605608049245134,0.9303970700278397,0.018274437760818635,4.0
2017-11-11 22:00:00+00:00,2017-11-12 01:00:00+00:00,6249.99,6125.0,-1.9998431997491164,STOP,MarketRegime.SIDEWAYS,27.941418941855403,0.6844095853216315,0.014892309551941367,3.0
2017-11-12 03:00:00+00:00,2017-11-12 06:00:00+00:00,5956.02,5658.219,-5.000000000000006,STOP,MarketRegime.SIDEWAYS,28.011331070058702,2.3505358276756168,0.01293042165298257,3.0
2017-11-12 04:00:00+00:00,2017-11-12 06:00:00+00:00,5846.0,5553.7,-5.000000000000003,STOP,MarketRegime.SIDEWAYS,25.357467146948224,1.498592259496761,0.013020814630645175,2.0
2017-11-12 05:00:00+00:00,2017-11-12 10:00:00+00:00,5739.97,6170.467750000002,7.500000000000023,TP1,MarketRegime.SIDEWAYS,24.108032216140373,2.221269499407293,0.012722511390636364,5.0
2017-11-12 06:00:00+00:00,2017-11-12 07:00:00+00:00,5549.97,5966.217750000002,7.500000000000025,TP1,MarketRegime.SIDEWAYS,20.56500558369889,2.725700519219346,0.013560024182692938,1.0
2017-11-21 04:00:00+00:00,2017-11-21 19:00:00+00:00,7879.99,8170.223749043253,3.683174078180973,STOP,MarketRegime.BULL_TREND,25.531129521778382,1.9478664381287853,0.00833159789740631,15.0
2017-11-24 01:00:00+00:00,2017-11-25 02:00:00+00:00,7937.96,8130.34768,2.423641338580691,STOP,MarketRegime.BULL_TREND,29.48565350621716,1.0292830194731828,0.004508317901148927,25.0
2017-11-30 15:00:00+00:00,2017-12-02 14:00:00+00:00,8980.0,10919.8988,21.602436525612482,STOP,MarketRegime.BULL_TREND,27.107720678554458,0.9912820479813441,0.03532133211568218,47.0
2017-12-09 12:00:00+00:00,2017-12-09 15:00:00+00:00,14658.98,14450.01,-1.4255425684460947,STOP,MarketRegime.BULL_TREND,29.28281707561068,0.8742695904594384,0.022046344868753974,3.0
2017-12-09 16:00:00+00:00,2017-12-09 17:00:00+00:00,13986.98,13700.0,-2.0517652845717915,STOP,MarketRegime.BULL_TREND,25.949957806158807,0.9981426128581607,0.018297765255552836,1.0
