entry_time,exit_time,entry_price,exit_price,pnl,exit_reason,regime,rsi,volume_ratio,volatility,holding_bars
2017-08-26 08:00:00+00:00,2017-08-28 05:00:00+00:00,4319.7,4180.426285714286,-3.2241524709057128,STOP,MarketRegime.SIDEWAYS,27.016014739228908,0.10136478300452828,0.010002734648908829,45.0
2017-08-28 05:00:00+00:00,2017-08-29 12:00:00+00:00,4169.01,4398.746571428572,5.5105785649008165,TP1,MarketRegime.SIDEWAYS,28.378565686247327,1.3024789172059497,0.006016837209757164,31.0
2017-08-30 11:00:00+00:00,2017-09-01 04:00:00+00:00,4498.35,4688.6004,4.229337423722028,STOP,MarketRegime.SIDEWAYS,25.685594450717787,1.342959685372235,0.010542965042607402,41.0
2017-09-02 05:00:00+00:00,2017-09-02 06:00:00+00:00,4473.35,4559.360000000001,1.9227201090905075,TP1,MarketRegime.SIDEWAYS,29.45031712473576,2.2397174612941244,0.016351372082400308,1.0
2017-09-02 15:00:00+00:00,2017-09-03 09:00:00+00:00,4460.19,4580.810944,2.704390261401426,STOP,MarketRegime.SIDEWAYS,26.66607366995777,1.8882693406516824,0.019868260838047505,18.0
2017-09-02 16:00:00+00:00,2017-09-02 20:00:00+00:00,4439.0,4484.7099,1.0297341743635917,STOP,MarketRegime.SIDEWAYS,28.685491930510935,1.358446055963966,0.019868083475662983,4.0
2017-09-02 20:00:00+00:00,2017-09-03 04:00:00+00:00,4351.19,4677.52925,7.500000000000001,TP1,MarketRegime.SIDEWAYS,23.687218961969407,1.4923682725802216,0.021429572699129554,8.0
2017-09-02 21:00:00+00:00,2017-09-03 04:00:00+00:00,4299.53,4621.99475,7.500000000000003,TP1,MarketRegime.SIDEWAYS,21.81784723401846,0.671225531895613,0.021453530483819535,7.0
2017-09-04 12:00:00+00:00,2017-09-04 13:00:00+00:00,4106.81,4189.0250000000015,2.0019187641990026,TP1,MarketRegime.SIDEWAYS,29.762648954873995,1.2041356097636615,0.022193562316637907,1.0
2017-09-08 13:00:00+00:00,2017-09-08 21:00:00+00:00,4353.05,4180.044285714286,-3.9743562395496035,STOP,MarketRegime.SIDEWAYS,21.835485159057725,7.022124047329194,0.016023350635958538,8.0
2017-09-08 14:00:00+00:00,2017-09-08 17:00:00+00:00,4238.12,4255.680479999999,0.41434598359648117,STOP,MarketRegime.SIDEWAYS,20.543163496908576,10.051956506554406,0.016685734747325136,3.0
2017-09-08 16:00:00+00:00,2017-09-09 15:00:00+00:00,4267.01,4281.5963839999995,0.34184086749267684,STOP,MarketRegime.SIDEWAYS,25.95359962962013,2.8063811833692247,0.0174325495804299,23.0
2017-09-08 17:00:00+00:00,2017-09-09 08:00:00+00:00,4238.0,4302.329107199999,1.5179119207173024,STOP,MarketRegime.SIDEWAYS,26.186305422554426,1.4218111004886542,0.01742750749910033,15.0
2017-09-08 18:00:00+00:00,2017-09-09 08:00:00+00:00,4277.17,4316.70008,0.9242111022007435,STOP,MarketRegime.SIDEWAYS,29.757230001728814,1.33459058688287,0.017593770788228092,14.0
2017-09-08 19:00:00+00:00,2017-09-09 01:00:00+00:00,4190.01,4243.130099999999,1.2677797905016739,STOP,MarketRegime.SIDEWAYS,25.45539255235738,1.0713158156419915,0.017693462580964985,6.0
2017-09-08 20:00:00+00:00,2017-09-09 01:00:00+00:00,4183.75,4243.130099999999,1.41930325664773,STOP,MarketRegime.SIDEWAYS,25.63835509825691,3.1154070369942155,0.01700177931283531,5.0
2017-09-08 21:00:00+00:00,2017-09-08 22:00:00+00:00,4158.32,4251.709999999999,2.245858904557596,TP1,MarketRegime.SIDEWAYS,24.107193039646575,1.667291659649492,0.016907486652181457,1.0
2017-09-08 22:00:00+00:00,2017-09-09 16:00:00+00:00,4285.99,4271.556079999999,-0.33676980114280247,STOP,MarketRegime.SIDEWAYS,29.11959853861333,1.0244921492882078,0.01825979599787732,18.0
2017-09-08 23:00:00+00:00,2017-09-09 08:00:00+00:00,4282.8,4294.296864,0.2684427010366987,STOP,MarketRegime.SIDEWAYS,29.73966933287585,0.7960648046429638,0.018191678327041532,9.0
2017-09-09 00:00:00+00:00,2017-09-09 08:00:00+00:00,4261.94,4312.4894912,1.1860676405580646,STOP,MarketRegime.SIDEWAYS,29.11134667660238,1.329319267053361,0.017989704127902753,8.0
2017-09-09 01:00:00+00:00,2017-09-09 05:00:00+00:00,4180.1,4306.16,3.015717327336654,TP1,MarketRegime.SIDEWAYS,27.135408004539386,0.7789519064102242,0.01828533275660167,4.0
2017-09-10 02:00:00+00:00,2017-09-10 05:00:00+00:00,4130.01,4060.0,-1.6951532805005367,STOP,MarketRegime.SIDEWAYS,24.242820868563612,1.1308731555589067,0.010199346739237732,3.0
2017-09-10 03:00:00+00:00,2017-09-10 05:00:00+00:00,4144.0,4060.0,-2.027027027027027,STOP,MarketRegime.SIDEWAYS,28.86073207710629,2.1832053360316013,0.010208802848463434,2.0
2017-09-10 04:00:00+00:00,2017-09-10 05:00:00+00:00,4119.11,4060.0,-1.4350187297741424,STOP,MarketRegime.SIDEWAYS,27.98928740219492,0.9413127037611858,0.010241448783521973,1.0
2017-09-10 05:00:00+00:00,2017-09-10 06:00:00+00:00,4054.97,3912.036285714286,-3.5249018928799454,STOP,MarketRegime.SIDEWAYS,24.549202035787417,3.2579735319180676,0.007884050786565068,1.0
2017-09-10 06:00:00+00:00,2017-09-10 11:00:00+00:00,3810.05,4081.559428571428,7.126138202160802,TP1,MarketRegime.BEAR_MARKET,16.111480563448367,2.3362839624388543,0.01406484638689918,5.0
2017-09-12 20:00:00+00:00,2017-09-13 03:00:00+00:00,4150.12,3978.52,-4.1348201979701775,STOP,MarketRegime.SIDEWAYS,29.32025442562656,0.26539979626041654,0.00984699347728288,7.0
2017-09-13 01:00:00+00:00,2017-09-13 10:00:00+00:00,4094.18,3925.7034285714285,-4.11502599857777,STOP,MarketRegime.SIDEWAYS,26.81312464642656,0.36624741246882364,0.009912143811676894,9.0
2017-09-13 02:00:00+00:00,2017-09-13 10:00:00+00:00,4023.0,3900.05,-3.0561769823514746,STOP,MarketRegime.SIDEWAYS,24.677623700515483,1.264218001980354,0.010235238811760484,8.0
2017-09-13 03:00:00+00:00,2017-09-14 10:00:00+00:00,3936.84,3753.5468571428573,-4.655844353774672,STOP,MarketRegime.SIDEWAYS,23.42581304161594,2.2541232634269814,0.010774988571507042,31.0
2017-09-13 04:00:00+00:00,2017-09-13 10:00:00+00:00,3944.93,3900.05,-1.1376627722164818,STOP,MarketRegime.SIDEWAYS,22.72817955112214,2.48213173194485,0.010805891748711877,6.0
2017-09-13 05:00:00+00:00,2017-09-13 10:00:00+00:00,3939.9,3900.05,-1.0114469910403794,STOP,MarketRegime.SIDEWAYS,23.083547210590254,0.6138020794392174,0.010599161492817106,5.0
2017-09-13 06:00:00+00:00,2017-09-13 10:00:00+00:00,3949.82,3900.05,-1.2600574203381414,STOP,MarketRegime.SIDEWAYS,21.580677925252658,0.5696415026790399,0.010310568448956768,4.0
2017-09-13 07:00:00+00:00,2017-09-14 10:00:00+00:00,3933.76,3737.072,-5.000000000000003,STOP,MarketRegime.SIDEWAYS,24.202641130589257,0.7886086428804576,0.010291221366075094,27.0
2017-09-13 09:00:00+00:00,2017-09-13 10:00:00+00:00,3965.91,3900.05,-1.660652914463507,STOP,MarketRegime.SIDEWAYS,23.18131735239575,0.596980155891268,0.010064196211909458,1.0
2017-09-13 10:00:00+00:00,2017-09-14 02:00:00+00:00,3820.02,3859.129408863425,1.0238011545338757,STOP,MarketRegime.BEAR_MARKET,17.16207074927378,1.283719663203426,0.012060584063469939,16.0
2017-09-13 11:00:00+00:00,2017-09-13 19:00:00+00:00,3832.0,3890.882821672592,1.5366080812263034,STOP,MarketRegime.BEAR_MARKET,12.986415882967506,0.8354285958133786,0.01208331627665815,8.0
2017-09-13 12:00:00+00:00,2017-09-14 10:00:00+00:00,3904.99,3758.5528749999994,-3.7500000000000098,STOP,MarketRegime.BEAR_MARKET,24.849666231449547,1.8985447856697173,0.013046952881210255,22.0
2017-09-13 13:00:00+00:00,2017-09-13 14:00:00+00:00,3880.0,3820.75,-1.527061855670103,STOP,MarketRegime.BEAR_MARKET,24.39257734936271,0.6951358780974842,0.01292455348808279,1.0
2017-09-13 14:00:00+00:00,2017-09-13 18:00:00+00:00,3791.66,3910.5,3.1342472690061913,STOP,MarketRegime.BEAR_MARKET,22.241058643448397,1.6191632907173739,0.013392031309896494,4.0
2017-09-13 15:00:00+00:00,2017-09-13 18:00:00+00:00,3795.0,3910.5,3.0434782608695654,STOP,MarketRegime.BEAR_MARKET,24.034923279872203,0.35540849186194484,0.013440789083320425,3.0
2017-09-14 11:00:00+00:00,2017-09-14 15:00:00+00:00,3481.02,3560.9211,2.2953358498371177,STOP,MarketRegime.BEAR_MARKET,28.08517233568199,4.701778327724626,0.0185767613761132,4.0
2017-09-14 12:00:00+00:00,2017-09-14 15:00:00+00:00,3489.99,3560.9211,2.0324155656606537,STOP,MarketRegime.BEAR_MARKET,19.72104660757533,2.0171669153850686,0.017989884350135307,3.0
2017-09-14 13:00:00+00:00,2017-09-14 17:00:00+00:00,3534.99,3402.4278749999994,-3.750000000000011,STOP,MarketRegime.BEAR_MARKET,24.267015049116864,3.502404087230756,0.018329859898316897,4.0
2017-09-14 15:00:00+00:00,2017-09-14 17:00:00+00:00,3518.0,3386.075,-3.7500000000000053,STOP,MarketRegime.BEAR_MARKET,26.29895531317591,0.6519918585190079,0.018781405265660227,2.0
2017-09-14 16:00:00+00:00,2017-09-14 17:00:00+00:00,3460.0,3411.25,-1.4089595375722543,STOP,MarketRegime.BEAR_MARKET,26.973955936323605,0.7137087859746267,0.016656680262127233,1.0
2017-09-14 17:00:00+00:00,2017-09-14 19:00:00+00:00,3325.27,3407.8572000000004,2.4836238861806827,STOP,MarketRegime.BEAR_MARKET,24.37172802780708,2.251341060237826,0.01793419925245736,2.0
2017-09-14 19:00:00+00:00,2017-09-14 23:00:00+00:00,3370.0,3243.625,-3.75,STOP,MarketRegime.BEAR_MARKET,27.441096195621896,1.181313359069599,0.02010672721463951,4.0
2017-09-14 20:00:00+00:00,2017-09-14 23:00:00+00:00,3386.01,3259.0346250000002,-3.749999999999999,STOP,MarketRegime.BEAR_MARKET,29.833312589160045,0.5739095072094331,0.020145105948022893,3.0
2017-09-14 21:00:00+00:00,2017-09-15 03:00:00+00:00,3285.0,3372.93,2.676712328767118,STOP,MarketRegime.BEAR_MARKET,22.986414473988035,1.0489711934632173,0.020725152327062964,6.0
2017-09-14 22:00:00+00:00,2017-09-14 23:00:00+00:00,3329.0,3279.5,-1.4869330129167917,STOP,MarketRegime.BEAR_MARKET,27.455262985217345,0.6326452475499807,0.020084399853551833,1.0
